Environment,SarCategory,Response,date,LocationFindLocationLatitude,LocationFindLocationLongitude
Undetermined,Cat2,Communications,2012-06-01,-25.130167,-147.390167
Air,Cat2,Communications,2013-06-01,-59,-160
Land,Cat2,SAROP,2014-06-01,-41.6954998,172.7188363
Undetermined,Cat2,Communications,2015-05-01,-21.104465,-175.185576
Undetermined,Cat2,Communications,2016-05-01,-35.201257,174.025556
NA,Cat2,Communications,2017-04-01,-41.18676,174.94647
Air,Cat2,Communications,2011-07-01,-35.1071641,173.6771623
Undetermined,Cat2,Communications,2012-06-01,-17.135333,176.949167
Land,Cat2,Communications,2013-06-01,-45.3544993,168.5111683
Air,Cat2,SAROP,2014-06-01,-38.8615038,176.8863338
Undetermined,Cat2,SAROP,2015-05-01,-27.693173,176.246221
Undetermined,Cat2,Communications,2016-05-01,-21.100224,-175.400466
Air,Cat2,Communications,2017-04-01,-42.4251645,173.6036649
Air,Cat2,Communications,2018-04-01,-36.241169,175.468005
Air,Cat2,Communications,2011-07-01,-36.9833362,174.7833361
Undetermined,Cat2,Communications,2012-06-01,-17.248833,177.265167
Undetermined,Cat2,Communications,2013-06-01,-19.009,-174.0205
NA,Cat2,Communications,2014-06-01,-44.182,134.721
NA,Cat2,Communications,2015-05-01,-41.186408,174.947959
Undetermined,Cat2,SAROP,2017-04-01,-21.387321,-174.929838
Air,Cat2,Communications,2018-04-01,-36.465335,176.872997
NA,Cat2,Communications,2011-07-01,-72.891,175.135
Undetermined,Cat2,Communications,2012-06-01,-16.484667,179.891
Undetermined,Cat2,SAROP,2013-06-01,-24.319167,-169.593667
Undetermined,Cat2,Communications,2014-06-01,-46.3540021,167.1381632
Air,Cat2,Communications,2015-05-01,-37.0356677,174.9728386
Undetermined,Cat2,Communications,2016-05-01,-18.749287,149.103415
Land,Cat2,SAROP,2017-04-01,-42.9711645,171.3521705
Air,Cat2,Communications,2018-04-01,-45.908333,170.171667
Air,Cat2,Communications,2011-07-01,-37.0083323,174.7933381
NA,Cat2,Communications,2012-07-01,-41.18677,174.9464776
Air,Cat2,Communications,2013-06-01,-35.4521645,173.815832
Undetermined,Cat2,Communications,2014-06-01,-24.809,173.563667
Undetermined,Cat2,Communications,2016-05-01,-36.519591,175.861712
Undetermined,Cat2,Communications,2017-04-01,-42.3866688,173.8000039
Air,Cat2,Communications,2018-04-01,-37.963335,174.11667
Land,Cat2,SAROP,2011-07-01,-45.7499995,170.5000029
Air,Cat2,Communications,2012-07-01,-38.0666673,176.0833361
Undetermined,Cat2,Communications,2013-06-01,-40.455333,147.901667
Air,Cat2,Communications,2014-06-01,-40.7499968,174.9833328
NA,Cat2,Communications,2015-06-01,-16.818787,-179.744441
Land,Cat2,Communications,2017-04-01,-38.4245006,177.7311718
Land,Cat2,SAROP,2018-04-01,-45.967836,167.373328
Undetermined,Cat2,Communications,2011-07-01,-17.675667,-149.767167
Air,Cat2,Communications,2012-07-01,-37.0025039,174.8038321
Undetermined,Cat2,Communications,2013-06-01,-36.4018363,174.6733321
NA,Cat2,Communications,2014-06-01,-41.728833,-168.909667
NA,Cat2,Communications,2015-06-01,-41.186408,174.947959
Air,Cat2,Communications,2016-05-01,-44.355313,171.324638
Land,Cat2,SAROP,2017-04-01,-40.9621701,172.5666652
NA,Cat2,Communications,2018-04-01,-41.18653,174.948153
Undetermined,Cat2,Communications,2011-07-01,-34.239667,145.989167
Undetermined,Cat2,Communications,2012-07-01,-36.9778294,174.7755009
Undetermined,Cat2,Communications,2013-06-01,20.478,-87.202
Undetermined,Cat2,Communications,2014-06-01,-6.587667,126.6875
Land,Cat2,Communications,2015-06-01,-21.615058,149.239943
Undetermined,Cat2,Communications,2016-05-01,-40.511337,172.999153
Land,Cat2,SAROP,2017-04-01,-38.1083321,176.7716675
Land,Cat2,Communications,2018-04-01,-46.671664,169.099999
Undetermined,Cat2,Communications,2011-07-01,-34.25,157.016667
Undetermined,Cat2,Communications,2012-07-01,-36.9778294,174.7755009
Undetermined,Cat2,Communications,2013-06-01,-35.4266708,176.4536675
Air,Cat2,Communications,2014-06-01,-42.4553308,171.2199989
Air,Cat2,Communications,2015-06-01,-45.9591662,166.4521699
Undetermined,Cat2,SAROP,2016-05-01,1.005912,172.981902
Air,Cat2,Communications,2017-04-01,-23.527287,148.164691
Undetermined,Cat2,Communications,2018-04-01,-31.309331,-176.027174
Air,Cat2,SAROP,2011-07-01,-36.9916684,174.7866656
Air,Cat2,Communications,2012-07-01,-39.9378337,175.0431698
Undetermined,Cat2,Communications,2013-06-01,-28.287,153.429
Air,Cat2,Communications,2014-06-01,-25.96,-130.314
Undetermined,Cat2,Communications,2015-06-01,-39.33983,174.2904998
Land,Cat2,Communications,2016-05-01,-40.862984,174.988908
Land,Cat2,SAROP,2017-04-01,-41.691167,172.192162
Land,Cat2,Communications,2018-04-01,-37.211061,142.397914
Undetermined,Cat2,SAROP,2011-07-01,-1.283333,172.95
Land,Cat2,SAROP,2012-07-01,-36.9778294,174.7755009
Air,Cat2,Communications,2013-06-01,-40.6193324,175.2919949
NA,Cat2,Communications,2014-06-01,-41.18677,174.9464776
Undetermined,Cat2,Communications,2015-06-01,1.448544,172.875065
NA,Cat2,Communications,2016-05-01,-41.185829,174.946501
Undetermined,Cat2,SAROP,2017-04-01,-45.794337,166.577667
Land,Cat2,Communications,2018-04-01,-39.000001,175.25
Undetermined,Cat2,Communications,2011-07-01,-30.270667,177.694667
Land,Cat2,Communications,2012-07-01,-36.9783289,174.7728388
Undetermined,Cat2,NA,2014-06-01,-23.884333,-147.692167
Land,Cat2,Communications,2015-06-01,-41.1178308,174.8801685
Undetermined,Cat2,Communications,2016-05-01,1.258096,103.869333
Air,Cat2,Communications,2017-04-01,-37.6701636,176.2005033
NA,Cat2,Communications,2018-04-01,-45.445476,-172.792362
Undetermined,Cat2,Communications,2011-07-01,54.753833,-5.502833
Land,Cat2,Communications,2012-07-01,-22.15,166.366667
Air,Cat2,Communications,2013-06-01,-39.6466627,176.7656617
Undetermined,Cat2,Communications,2014-06-01,-37.9788376,177.0911621
Land,Cat2,SAROP,2015-06-01,-41.9788374,172.6378302
Land,Cat2,Communications,2016-05-01,-43.92092,169.676383
Land,Cat2,Communications,2017-04-01,-40.2633336,176.4488349
Land,Cat2,SAROP,2018-04-01,-37.877832,178.048835
Air,Cat2,Communications,2011-07-01,-42.8833374,171.0000035
Undetermined,Cat2,Communications,2012-07-01,-41.2778293,174.8888377
Undetermined,Cat2,Communications,2013-06-01,-16.022833,-157.623833
NA,Cat2,NA,2014-06-01,-41.3616238,172.6654003
Undetermined,Cat2,Communications,2016-05-01,-34.73361,135.89985
Air,Cat2,Communications,2017-04-01,-37.0276642,174.9750034
Undetermined,Cat2,SAROP,2018-04-01,-21.093457,-175.173483
NA,Cat2,Communications,2011-07-01,-23.875167,151.245333
NA,Cat2,Communications,2012-07-01,-38.182667,145.176833
Air,Cat2,Communications,2013-06-01,-42.033337,173.2666645
Air,Cat2,Communications,2014-06-01,-37.181829,174.9733346
Undetermined,Cat2,SAROP,2015-06-01,-10.429052,-160.982675
Undetermined,Cat2,Communications,2016-05-01,-29.432116,153.348931
Air,Cat2,Communications,2017-04-01,-41.5133369,173.8745052
Undetermined,Cat2,Communications,2018-04-01,-33.575823,-75.892642
Air,Cat2,Communications,2011-07-01,22.7515,-12.472167
NA,Cat2,Communications,2012-07-01,-38.500333,141.660333
Undetermined,Cat2,Communications,2013-06-01,-20.033333,175.183333
Undetermined,Cat2,SAROP,2014-06-01,-18.219667,-174.213
Undetermined,Cat2,Communications,2015-06-01,-21.161865,-175.14271
Undetermined,Cat2,Communications,2016-05-01,-41.394395,159.616626
Air,Cat2,Communications,2017-04-01,-38.1943346,176.4374996
Land,Cat2,Communications,2018-04-01,-35.28148,149.128362
Undetermined,Cat2,SAROP,2011-07-01,-35.780837,174.4998291
Air,Cat2,Communications,2012-07-01,-37.6924972,176.2256709
Air,Cat2,Communications,2013-06-01,-36.520667,163
Undetermined,Cat2,SAROP,2014-06-01,-40.2633307,172.6644988
Undetermined,Cat2,Communications,2015-06-01,-18.64857,-173.978619
Undetermined,Cat2,SAROP,2016-05-01,1.871911,-157.303977
Land,Cat2,SAROP,2017-04-01,-40.6845036,175.531162
Air,Cat2,Communications,2018-04-01,-41.306667,173.188328
Undetermined,Cat2,SAROP,2011-07-01,-32.526667,166.783333
Air,Cat2,Communications,2012-07-01,-41.2980031,173.2226665
Air,Cat2,Communications,2013-06-01,-21.200167,-159.7995
Air,Cat2,Communications,2014-06-01,-37.8706705,175.3315055
NA,Cat2,Communications,2015-06-01,-15.583276,-174.033172
Undetermined,Cat2,SAROP,2016-05-01,-21.112309,-175.197172
Undetermined,Cat2,Communications,2017-04-01,-40.6091663,175.2133318
Undetermined,Cat2,SAROP,2018-04-01,-38.586664,178.260005
Land,Cat2,Communications,2011-07-01,-37.0981654,174.63833
Air,Cat2,Communications,2012-07-01,-36.8499988,174.8588307
Air,Cat2,Communications,2013-06-01,-41.18677,174.9464776
Air,Cat2,Communications,2014-06-01,-40.209301,175.2482029
Undetermined,Cat2,Communications,2015-06-01,-36.6666663,174.5999988
Air,Cat2,Communications,2016-05-01,-36.350322,174.248642
Air,Cat2,Communications,2017-04-01,-45.9250028,170.1833303
Land,Cat2,SAROP,2018-04-01,-41.3545,172.438837
Air,Cat2,Communications,2011-07-01,-33.926333,150.910833
NA,Cat2,Communications,2013-06-01,-41.18677,174.9464776
NA,Cat2,NA,2014-06-01,-42.9134968,173.2804982
Undetermined,Cat2,Communications,2015-06-01,-17.235881,-178.948402
Undetermined,Cat2,Communications,2016-05-01,-29.431918,153.347439
Air,Cat2,Communications,2017-04-01,-39.0071656,174.1799945
Land,Cat2,Communications,2018-04-01,-38.396665,176.958835
Undetermined,Cat2,Communications,2011-07-01,-51.5,165.083333
Air,Cat2,Communications,2012-07-01,-40.9091697,175.0053346
NA,Cat2,Communications,2013-06-01,-17.716667,177.383333
Air,Cat2,NA,2014-06-01,-39.0558315,174.0768367
Air,Cat2,Communications,2015-06-01,-44.705153,169.126486
Air,Cat2,Communications,2016-05-01,-41.271965,174.823308
NA,Cat2,Communications,2017-04-01,-21.043367,148.562513
NA,Cat2,Communications,2018-04-01,15.4925,73.826073
NA,Cat2,SAROP,2010-07-01,-37.26666667,174.7333333
Air,Cat2,Communications,2011-07-01,-43.3500019,170.2000007
Air,Cat2,Communications,2012-07-01,-37.8744983,175.8763385
Air,Cat2,Communications,2013-06-01,-36.6563302,174.6558343
Air,Cat2,NA,2014-06-01,37.75,-97.25
Undetermined,Cat2,Communications,2015-06-01,-36.84132,-174.802298
NA,Cat2,Communications,2016-05-01,-41.185829,174.946501
Undetermined,Cat2,Communications,2017-04-01,-37.4933349,178.3166641
Undetermined,Cat2,Communications,2011-07-01,-36.4795031,174.1911708
Undetermined,Cat2,Communications,2012-07-01,-17.431667,177.288
Air,Cat2,Communications,2013-06-01,-43.7671685,170.1368319
Undetermined,Cat2,NA,2014-06-01,-41.18677,174.9464776
Undetermined,Cat2,Communications,2015-06-01,-41.186408,174.947959
Undetermined,Cat2,SAROP,2016-05-01,-10.323661,-128.309451
Undetermined,Cat2,Communications,2017-04-01,43.281874,34.185635
NA,Cat2,Communications,2011-07-01,-41.18677,174.9464776
Air,Cat2,Communications,2012-07-01,-37.8671709,175.331668
Air,Cat2,Communications,2013-06-01,-40.1029995,175.2759971
Air,Cat2,NA,2014-06-01,-57,-120
Undetermined,Cat2,Communications,2015-06-01,-38.161846,145.041506
Undetermined,Cat2,Communications,2016-05-01,1.845146,-157.397704
Land,Cat2,Communications,2017-04-01,7.360787,151.590274
NA,Cat2,Communications,2018-04-01,56.076943,-178.002531
Land,Cat2,Communications,2011-07-01,-37.6705,146.432833
Air,Cat2,Communications,2012-07-01,-38.6778325,176.123002
Air,Cat2,Communications,2013-06-01,-25,177.25
Air,Cat2,Communications,2014-06-01,-45.0166693,168.7333353
Land,Cat2,SAROP,2015-06-01,-43.6233324,170.5121727
Land,Cat2,Communications,2017-05-01,-37.9733359,178.1766636
Undetermined,Cat2,Communications,2018-04-01,1.239227,103.918704
Air,Cat2,Communications,2011-07-01,-36.7044993,174.8329985
NA,Cat2,Communications,2012-07-01,-41.18677,174.9464776
Air,Cat2,Communications,2013-06-01,-41.18677,174.9464776
NA,Cat2,NA,2014-06-01,-41.18677,174.9464776
Land,Cat2,Communications,2015-06-01,-41.283334,174.7420042
Land,Cat2,Communications,2016-05-01,-37.057283,174.911091
Land,Cat2,SAROP,2017-05-01,-43.9954986,169.591163
Undetermined,Cat2,Communications,2018-04-01,36.843713,-75.70918
Undetermined,Cat2,Communications,2011-08-01,-15.927167,167.303167
Air,Cat2,Communications,2012-07-01,-38.304329,175.1496703
Air,Cat2,Communications,2013-06-01,-39.0203373,174.4046635
Air,Cat2,Communications,2014-06-01,-45.3749985,170.8124955
Undetermined,Cat2,Communications,2015-06-01,-18.859357,-159.783987
Undetermined,Cat2,Communications,2016-05-01,-37.68744,178.561145
NA,Cat2,Communications,2017-05-01,-41.966753,146.439033
NA,Cat2,NA,2018-04-01,-43.630714,146.789013
Undetermined,Cat2,Communications,2011-08-01,-15.922,167.333833
Air,Cat2,Communications,2012-07-01,21.35,-157.975167
Air,Cat2,Communications,2013-06-01,-36.7833361,174.9500003
Air,Cat2,Communications,2014-06-01,-38.741665,176.0766651
Undetermined,Cat2,Communications,2015-06-01,-22.195251,165.529295
Land,Cat2,Communications,2016-05-01,-43.266796,170.382422
Land,Cat2,Communications,2017-05-01,-44.9856679,168.740828
Land,Cat2,SAROP,2018-04-01,-38.481164,178.253338
Undetermined,Cat2,Communications,2011-08-01,-33.4933321,169.7599988
Undetermined,Cat2,Communications,2012-07-01,-14.162833,-171.175
Undetermined,Cat2,SAROP,2013-06-01,-33.8326711,169.689337
Land,Cat2,SAROP,2014-06-01,-40.2021629,176.5788367
Land,Cat2,SAROP,2015-06-01,-39.0388345,176.0978289
NA,Cat2,Communications,2016-05-01,-41.185829,174.946501
Air,Cat2,SAROP,2017-05-01,-41.1066636,174.8483274
Land,Cat2,SAROP,2018-04-01,-38.810168,176.856336
Air,Cat2,Communications,2011-08-01,-36.8458341,175.636829
Land,Cat2,SAROP,2012-07-01,-35.7860041,174.3279952
Land,Cat2,SAROP,2013-06-01,-42.9354972,171.2788294
Undetermined,Cat2,Communications,2014-06-01,-16.034833,158.941833
Undetermined,Cat2,Communications,2015-06-01,-21.176838,-175.143811
Air,Cat2,Communications,2016-05-01,-36.786824,174.629473
NA,Cat2,Communications,2017-05-01,-41.18676,174.94647
NA,Cat2,Communications,2018-04-01,-18.146778,178.486117
Undetermined,Cat2,SAROP,2011-08-01,-5.716667,-161.583333
Undetermined,Cat2,Communications,2012-07-01,-8.586167,-172.505167
NA,Cat2,Communications,2013-06-01,-29.666667,118.533333
Air,Cat2,Communications,2014-06-01,-39.0056672,174.1739988
Land,Cat2,Communications,2015-06-01,-41.814569,171.577624
Undetermined,Cat2,SAROP,2016-05-01,-21.218049,-175.300215
NA,Cat2,Communications,2017-05-01,-16.781204,179.338463
Undetermined,Cat2,Communications,2018-04-01,-46.059996,170.663334
Undetermined,Cat2,SAROP,2010-07-01,-32.2,173.9333333
NA,Cat2,Communications,2011-08-01,-24.379167,148.552167
Undetermined,Cat2,Communications,2012-07-01,-19.812667,-174.351667
Undetermined,Cat2,SAROP,2013-06-01,-16.7555,-171.636667
Air,Cat2,Communications,2014-06-01,-34.602333,148.060167
NA,Cat2,Communications,2015-06-01,-21.286885,149.250043
Undetermined,Cat2,Communications,2016-05-01,-21.105989,-175.198592
Land,Cat2,SAROP,2017-05-01,-46.8721687,167.9788299
Undetermined,Cat2,Communications,2018-04-01,-37.694999,176.233331
NA,Cat2,Communications,2011-08-01,-41.18677,174.9464776
Undetermined,Cat2,SAROP,2012-07-01,-33.0726624,170.6381672
Air,Cat2,Communications,2013-06-01,-36.9576685,174.9538315
NA,Cat2,Communications,2014-06-01,-41.18677,174.9464776
Undetermined,Cat2,SAROP,2015-06-01,-21.848241,-175.829005
Air,Cat2,Communications,2016-05-01,-37.995922,177.273141
Land,Cat2,SAROP,2017-05-01,-46.9833317,168.1921723
Air,Cat2,Communications,2018-04-01,-42.500332,173.111494
Undetermined,Cat2,Communications,2011-08-01,-19.038167,148.291667
Air,Cat2,Communications,2012-07-01,-37.3018289,174.9231707
NA,Cat2,Communications,2013-06-01,-37.969833,145.1235
NA,Cat2,Communications,2014-06-01,-52.984,-70.877
Undetermined,Cat2,Communications,2015-06-01,-35.533233,26.799678
Undetermined,Cat2,Communications,2016-05-01,-37.661894,176.237794
Air,Cat2,Communications,2017-05-01,-40.2016708,175.3766635
Air,Cat2,Communications,2018-04-01,-38.733501,175.418671
Undetermined,Cat2,Communications,2011-08-01,-19.766667,-174.466667
Air,Cat2,Communications,2012-07-01,-38.6893293,174.6178367
Air,Cat2,Communications,2013-06-01,-37.0356626,174.9650025
Undetermined,Cat2,Communications,2014-06-01,0.6,161.9
NA,Cat2,Communications,2016-05-01,-41.126244,173.041213
Undetermined,Cat2,Communications,2017-05-01,44.858623,31.602123
NA,Cat2,Communications,2018-04-01,63.552427,95.461111
Air,Cat2,Communications,2011-08-01,-41.3466697,174.8030001
Air,Cat2,Communications,2012-07-01,-36.9166644,176.9166687
Air,Cat2,Communications,2013-06-01,-36.0101681,174.7929967
Air,Cat2,Communications,2015-06-01,-36.7861623,174.6338358
Land,Cat2,Communications,2016-05-01,-37.376179,175.048565
Undetermined,Cat2,SAROP,2017-05-01,-21.229532,-159.776347
Air,Cat2,Communications,2011-08-01,-40.2036624,175.3879999
Undetermined,Cat2,SAROP,2012-07-01,-37.6399956,177.4733382
Undetermined,Cat2,Communications,2013-06-01,-43.483334,178.0166617
Undetermined,Cat2,Communications,2014-06-01,-41.2521676,173.2745039
Air,Cat2,Communications,2015-06-01,-41.074284,174.8543
Undetermined,Cat2,Communications,2017-05-01,-38.9376645,175.201663
Undetermined,Cat2,SAROP,2018-04-01,-36.712163,175.817835
Air,Cat2,SAROP,2011-08-01,-47.0321656,167.65533
Undetermined,Cat2,Communications,2012-07-01,-41.0333357,173.3000029
Air,Cat2,Communications,2013-06-01,-39.6478352,176.764502
Air,Cat2,Communications,2014-06-01,-37.0133361,174.7866671
Undetermined,Cat2,Communications,2015-06-01,-37.573574,177.99093
Land,Cat2,Communications,2016-05-01,-44.394709,171.277024
Land,Cat2,SAROP,2017-05-01,-39.3966665,176.1900046
Air,Cat2,Communications,2018-04-01,-43.041669,172.411663
Undetermined,Cat2,Communications,2011-08-01,-19.345167,148.446
Air,Cat2,Communications,2012-07-01,-36.657671,174.6559972
Undetermined,Cat2,Communications,2013-06-01,-8.378833,157.293333
Undetermined,Cat2,SAROP,2014-06-01,-41.6716661,171.5783308
Air,Cat2,Communications,2016-05-01,-14.272916,-170.695926
Land,Cat2,SAROP,2018-04-01,-46.111162,167.152169
Air,Cat2,Communications,2011-08-01,-37.8048359,174.8599991
Undetermined,Cat2,Communications,2012-07-01,0.733333,163.066667
NA,Cat2,Communications,2013-06-01,-41.18677,174.9464776
Undetermined,Cat2,SAROP,2014-06-01,-6.481,-174.488
Air,Cat2,Communications,2015-06-01,-23.436387,164.688473
Undetermined,Cat2,Communications,2016-05-01,-36.815313,174.410913
Undetermined,Cat2,Communications,2017-05-01,-18.132748,178.396892
Land,Cat2,Communications,2018-04-01,-39.642503,176.842499
Undetermined,Cat2,Communications,2011-08-01,-36.0483303,175.2816612
Undetermined,Cat2,Communications,2012-07-01,-13.524333,-161.049333
Air,Cat2,Communications,2013-06-01,-37.0064969,174.8103324
Air,Cat2,Communications,2014-06-01,-37.0078334,175.1228334
Land,Cat2,SAROP,2015-06-01,-43.0478312,171.5988328
Land,Cat2,Communications,2017-05-01,-9.135202,-171.787602
Land,Cat2,Communications,2018-04-01,-39.499996,174.750002
Land,Cat2,Communications,2011-08-01,-36.017667,146.926833
NA,Cat2,Communications,2012-07-01,-33.920667,150.999333
Undetermined,Cat2,SAROP,2013-06-01,-43.6110006,172.7025011
Undetermined,Cat2,SAROP,2015-06-01,-17.783282,-174.62207
Undetermined,Cat2,Communications,2016-05-01,-4.048481,-132.000857
Undetermined,Cat2,Communications,2017-05-01,-41.1846642,174.9168347
Undetermined,Cat2,SAROP,2018-04-01,-34.824834,173.410833
Undetermined,Cat2,Communications,2011-08-01,-41.2849983,173.7683319
Air,Cat2,Communications,2012-07-01,-37.6833325,176.1833389
Land,Cat2,SAROP,2014-06-01,-38.1445033,175.0299978
Undetermined,Cat2,Communications,2015-06-01,10.302328,124.690704
Air,Cat2,Communications,2016-05-01,-37.009044,174.782407
Land,Cat2,Communications,2017-05-01,-39.1566709,177.0733392
NA,Cat2,Communications,2018-04-01,-17.388743,176.04164
Air,Cat2,Communications,2011-08-01,-37.352,147.286
Undetermined,Cat2,Communications,2012-07-01,-18.147167,178.555
NA,Cat2,Communications,2013-06-01,-33.6295,151.328333
Air,Cat2,Communications,2014-06-01,-41.18677,174.9464776
Air,Cat2,Communications,2015-06-01,-68.249982,-162.166516
NA,Cat2,Communications,2016-05-01,-21.045377,-175.004193
Undetermined,Cat2,Communications,2017-05-01,-46.0966685,168.891668
NA,Cat2,Communications,2018-04-01,-17.522289,-149.262952
Air,Cat2,Communications,2011-08-01,-40.972666,175.6401675
Undetermined,Cat2,SAROP,2012-07-01,-40.8468326,173.8378298
Undetermined,Cat2,SAROP,2013-06-01,-13.741667,-158.080333
Undetermined,Cat2,Communications,2014-06-01,-26.077,168.742
Undetermined,Cat2,SAROP,2015-06-01,-21.523253,-169.053925
Undetermined,Cat2,Communications,2016-06-01,-25.067957,153.283242
Undetermined,Cat2,Communications,2017-05-01,0.218187,173.426886
Land,Cat2,SAROP,2018-04-01,-44.563336,170.303334
Undetermined,Cat2,SAROP,2011-08-01,-42.3516702,170.5250014
Undetermined,Cat2,Communications,2012-07-01,-17.583333,177.066667
Air,Cat2,Communications,2013-06-01,-37.9809989,176.2415042
Air,Cat2,NA,2014-06-01,-39.7634403,174.8021478
Undetermined,Cat2,SAROP,2015-06-01,-17.47551,-170.164403
NA,Cat2,Communications,2016-06-01,-41.185829,174.946501
Land,Cat2,Communications,2017-05-01,-76.524449,20.164931
Undetermined,Cat2,SAROP,2018-04-01,-14.273353,-170.683287
Undetermined,Cat2,SAROP,2010-07-01,1.16666666,173
Air,Cat2,Communications,2011-08-01,-43.474666,172.5413348
Air,Cat2,Communications,2012-07-01,-36.241832,175.4673358
Land,Cat2,Communications,2014-06-01,-36.789333,174.639333
Land,Cat2,SAROP,2015-06-01,-41.4144992,173.27667
NA,Cat2,Communications,2016-06-01,-27.385521,153.258215
Air,Cat2,Communications,2017-05-01,-38.6666634,177.9771695
Undetermined,Cat2,SAROP,2018-04-01,-41.416664,175.751666
Air,Cat2,Communications,2011-08-01,-36.6498317,174.9988326
Undetermined,Cat2,SAROP,2012-08-01,-36.7205008,174.4245046
Undetermined,Cat2,Communications,2013-06-01,-43.6046693,172.7124945
Undetermined,Cat2,Communications,2014-06-01,-27.960167,153.4295
Land,Cat2,SAROP,2015-06-01,-39.1333301,175.6333351
Undetermined,Cat2,Communications,2016-06-01,-17.607713,177.42484
Undetermined,Cat2,Communications,2017-05-01,-42.050345,146.708591
Land,Cat2,SAROP,2018-04-01,-41.389997,173.511172
Air,Cat2,Communications,2011-08-01,-41.368329,172.3983389
Undetermined,Cat2,Communications,2012-08-01,40.75,29.25
Air,Cat2,Communications,2013-06-01,-69,-135
Land,Cat2,Communications,2014-07-01,-36.7878311,174.6278309
Land,Cat2,Communications,2015-06-01,-36.830831,174.7844982
Air,Cat2,Communications,2016-06-01,-37.80115,174.851234
Undetermined,Cat2,Communications,2017-05-01,-33.943643,150.856362
Land,Cat2,Communications,2018-04-01,28.002555,86.852643
Undetermined,Cat2,SAROP,2011-08-01,-43.8103341,168.8906658
Undetermined,Cat2,Communications,2012-08-01,54.818333,13.353333
Undetermined,Cat2,SAROP,2014-07-01,-38.6664973,178.0293344
Land,Cat2,SAROP,2015-06-01,-37.8521633,174.7821625
Land,Cat2,SAROP,2016-06-01,-38.910645,176.802909
Air,Cat2,Communications,2017-05-01,-37.2788369,175.0478329
Undetermined,Cat2,NA,2018-04-01,-35.088881,137.76936
NA,Cat2,Communications,2011-08-01,-40.3515483,175.6080614
Undetermined,Cat2,Communications,2012-08-01,-36.7191645,174.4201691
NA,Cat2,Communications,2013-06-01,-39.966667,164.383333
Land,Cat2,SAROP,2014-07-01,-40.8700022,175.0911654
Land,Cat2,SAROP,2015-06-01,-41.3944955,172.314496
NA,Cat2,Communications,2016-06-01,-41.185829,174.946501
Air,Cat2,Communications,2017-05-01,-43.4811694,172.551005
Land,Cat2,Communications,2018-04-01,28.35,83.06167
Air,Cat2,Communications,2011-08-01,-39.8850039,175.0330049
Undetermined,Cat2,Communications,2012-08-01,-45.8726692,170.557669
Air,Cat2,Communications,2013-06-01,-36.7730028,174.603999
Undetermined,Cat2,SAROP,2014-07-01,-39.0399986,174.061171
NA,Cat2,Communications,2015-06-01,-41.186408,174.947959
Air,Cat2,Communications,2016-06-01,-33.942824,151.326103
Air,Cat2,Communications,2017-05-01,-36.878664,174.8996686
Air,Cat2,Communications,2018-04-01,-43.471664,169.984997
Air,Cat2,Communications,2011-08-01,-39.6505036,176.2601699
Undetermined,Cat2,Communications,2012-08-01,-38.9918354,174.2248292
NA,Cat2,Communications,2013-06-01,-37.9499987,175.9499996
Air,Cat2,Communications,2014-07-01,-21.097687,-179.513237
Air,Cat2,Communications,2015-06-01,34.267997,-86.859839
Undetermined,Cat2,Communications,2017-05-01,-46.6299995,169.0188309
Undetermined,Cat2,Communications,2018-04-01,1.363649,172.933396
Air,Cat2,Communications,2011-08-01,-43.5028346,170.9248282
Undetermined,Cat2,SAROP,2012-08-01,-13.183333,-172.983333
Air,Cat2,Communications,2013-06-01,-36.484667,162.805667
Air,Cat2,Communications,2014-07-01,-36.87365,145.234274
Air,Cat2,Communications,2016-06-01,-40.846451,174.960481
Air,Cat2,Communications,2017-05-01,-41.3500013,172.8000002
Air,Cat2,Communications,2018-04-01,-43.611664,171.555002
Land,Cat2,SAROP,2011-08-01,44.118,7.202
Air,Cat2,Communications,2012-08-01,-41.1149972,172.9919957
Undetermined,Cat2,Communications,2013-06-01,-36.9574995,174.9199997
Air,Cat2,Communications,2014-07-01,-45.0354964,168.7123317
Land,Cat2,Communications,2016-06-01,-39.163076,174.764719
Undetermined,Cat2,Communications,2017-05-01,-33.856479,151.236827
Land,Cat2,SAROP,2018-04-01,-41.359998,172.25667
Air,Cat2,Communications,2011-08-01,-41.2999963,173.2166651
Air,Cat2,Communications,2012-08-01,-33.920833,151.015
Air,Cat2,Communications,2013-06-01,-36.6418356,174.4401687
Land,Cat2,SAROP,2014-07-01,-42.7578375,171.4529964
NA,Cat2,Communications,2015-06-01,-41.186408,174.947959
Land,Cat2,Communications,2016-06-01,-41.410556,174.908806
Air,Cat2,Communications,2017-05-01,-31.543656,159.075917
Undetermined,Cat2,SAROP,2018-04-01,-36.826667,174.763334
Undetermined,Cat2,SAROP,2010-07-01,-19.9,-177.05
NA,Cat2,Communications,2011-08-01,-41.18677,174.9464776
Undetermined,Cat2,Communications,2012-08-01,-31.352,152.7675
Air,Cat2,Communications,2013-06-01,-37.458332,176.0739972
Air,Cat2,Communications,2014-07-01,-39.318436,161.022876
Undetermined,Cat2,Communications,2015-06-01,-43.174604,173.008214
Undetermined,Cat2,Communications,2016-06-01,-37.670764,175.55085
Land,Cat2,Communications,2017-05-01,-45.88117,170.3233269
Air,Cat2,Communications,2011-08-01,-36.6583318,174.654501
Undetermined,Cat2,Communications,2012-08-01,-45.6543349,171.0306687
