Environment,SarCategory,Response,date,LocationFindLocationLatitude,LocationFindLocationLongitude
Marine,Cat1,SAROP,2011-02-01,-41.26350583,174.0087593
Land,Cat1,SAROP,2017-02-01,-36.84747,174.815891
Land,Cat1,SAROP,2016-12-01,-39.9040171,174.8856399
Land,Cat1,SAROP,2018-10-01,-43.2890153,172.7212091
Land,Cat1,SAROP,2015-05-01,-37.035894,175.5732466
Land,Cat2,SAROP,2011-09-01,-41.1918289,172.3371611
Land,Cat1,SAROP,2018-07-01,-43.729162,170.088286
Marine,Cat1,SAROP,2017-01-01,-37.611837,176.024194
Land,Cat1,SAROP,2014-04-01,-37.8053644,175.2814298
Land,Cat1,SAROP,2010-11-01,-41.29173581,174.7850415
Marine,Cat1,SAROP,2019-02-01,-41.3575,174.083889
Land,Cat1,SAROP,2017-01-01,-43.5703671,172.7698215
Marine,Cat1,SAROP,2018-07-01,-41.29795,174.707675
Land,Cat1,SAROP,2013-03-01,-40.6892988,175.1480569
Marine,Cat1,SAROP,2015-02-01,-40.85496,174.91255
Land,Cat1,SAROP,2017-05-01,-41.3436202,173.1177937
Land,Cat1,SAROP,2017-12-01,-39.959881,175.269365
Land,Cat1,SAROP,2016-03-01,-36.966734,174.51731
Land,Cat1,SAROP,2019-02-01,-43.625,170.190692
Marine,Cat1,SAROP,2014-01-01,-38.7135687,175.9764209
Land,Cat1,SAROP,2017-02-01,-37.734279,175.879671
Marine,Cat1,SAROP,2016-09-01,-37.0258542,175.8893823
Land,Cat2,SAROP,2015-06-01,-43.2854976,170.6088298
Marine,Cat1,SAROP,2016-10-01,-36.084305,173.510489
Land,Cat1,SAROP,2012-10-01,-41.2884993,174.7799974
Marine,Cat1,SAROP,2018-04-01,-35.38833,174.363337
Land,Cat1,SAROP,2011-10-01,-43.54715251,172.6205439
Land,Cat1,SAROP,2011-09-01,-37.144722,175.4001666
Land,Cat1,SAROP,2014-03-01,-37.7509528,174.9741011
Land,Cat1,SAROP,2012-07-01,-38.24425714,176.4755146
Land,Cat1,SAROP,2019-01-01,-36.9975807,174.8828692
Land,Cat1,SAROP,2015-11-01,-42.417659,172.876279
Land,Cat1,SAROP,2018-01-01,-43.610332,172.742215
Land,Cat1,SAROP,2014-01-01,-38.0683002,176.2987355
Land,Cat1,SAROP,2012-05-01,-41.2866645,174.800666
Land,Cat1,SAROP,2012-02-01,-42.98438989,170.7135562
Land,Cat1,SAROP,2016-02-01,-44.399452,168.709315
Land,Cat1,SAROP,2015-05-01,-39.1301171,175.6411504
Land,Cat1,SAROP,2013-01-01,-38.53404907,176.7431911
Marine,Cat1,SAROP,2012-04-01,-38.183573,176.482259
Land,Cat1,SAROP,2018-08-01,-38.631793,176.058073
Land,Cat1,SAROP,2017-12-01,-38.666072,175.944756
Marine,Cat1,SAROP,2013-01-01,-35.7803593,174.4004022
Land,Cat1,SAROP,2016-04-01,-42.963096,171.615641
Marine,Cat1,SAROP,2015-09-01,-37.650783,175.146621
Land,Cat1,SAROP,2012-12-01,-36.7468017,175.8183073
Land,Cat1,SAROP,2010-08-01,-43.77501476,172.0755078
Land,Cat1,SAROP,2018-07-01,-37.666929,176.136166
Land,Cat1,SAROP,2018-01-01,-36.788352,174.659017
Land,Cat1,SAROP,2017-02-01,-38.6955072,176.1608787
Land,Cat1,SAROP,2010-10-01,-41.063333,173.061667
Land,Cat1,SAROP,2015-06-01,-43.073287,172.606693
Land,Cat1,SAROP,2014-04-01,-41.8323792,172.8111029
Land,Cat1,SAROP,2019-03-01,-43.5647323,172.6270955
Land,Cat1,SAROP,2011-03-01,-36.59974846,174.8863553
Marine,Cat1,SAROP,2011-02-01,-43.835022,172.940083
Land,Cat1,SAROP,2013-10-01,-39.0462996,174.0940831
Land,Cat1,SAROP,2012-01-01,-41.3771814,174.8227125
Land,Cat1,SAROP,2015-06-01,-41.28941,174.780048
Land,Cat1,SAROP,2013-09-01,-43.6345932,170.31251
Land,Cat1,SAROP,2016-10-01,-40.869984,175.246431
Land,Cat1,SAROP,2017-07-01,-36.862698,174.73549
Land,Cat1,SAROP,2013-05-01,-37.6867804,176.1710833
Land,Cat1,SAROP,2012-04-01,-41.1440003,173.4828383
Land,Cat1,SAROP,2018-03-01,-43.223534,172.037562
Land,Cat1,SAROP,2017-03-01,-38.102834,176.277706
Land,Cat1,SAROP,2013-05-01,-38.26169463,176.869415
Land,Cat1,SAROP,2017-07-01,-37.047351,174.504099
Land,Cat1,SAROP,2013-04-01,-37.8010363,174.872863
Land,Cat1,SAROP,2019-04-01,-37.150101,175.308275
Land,Cat1,SAROP,2019-03-01,-36.908918,174.862564
Land,Cat1,SAROP,2018-01-01,-36.897134,174.81019
Marine,Cat1,SAROP,2011-06-01,-36.87500333,175.0299962
Marine,Cat1,SAROP,2016-05-01,-36.9467501,175.464014
Land,Cat1,SAROP,2019-02-01,-40.831418,175.478673
Land,Cat1,SAROP,2013-06-01,-43.17110343,172.3387953
Land,Cat1,SAROP,2015-02-01,-42.412803,173.666284
Marine,Cat1,SAROP,2016-01-01,-41.1060861,173.0511632
Land,Cat1,SAROP,2013-01-01,-41.2891682,174.8900008
Land,Cat1,SAROP,2017-03-01,-39.29678,174.063393
Land,Cat1,SAROP,2011-03-01,-40.94570496,173.0493878
Land,Cat1,SAROP,2017-01-01,-43.721081,170.064508
Marine,Cat2,SAROP,2016-04-01,-39.277154,173.750086
Land,Cat1,SAROP,2012-07-01,-44.64830262,168.8661674
Marine,Cat1,SAROP,2016-01-01,-38.0192314,176.3447727
Land,Cat1,SAROP,2016-05-01,-36.854858,174.701446
Land,Cat1,SAROP,2013-02-01,-37.5516633,175.7605105
Land,Cat1,SAROP,2011-11-01,-39.50926926,176.8892635
Land,Cat1,SAROP,2015-06-01,-37.1473846,175.5638388
Marine,Cat1,SAROP,2011-02-01,-38.90983633,175.7561718
Land,Cat1,SAROP,2013-11-01,-42.4520487,171.2220618
Land,Cat1,SAROP,2015-02-01,-41.2793343,173.242831
Land,Cat1,SAROP,2015-05-01,-44.3880041,171.2297568
Marine,Cat1,SAROP,2015-10-01,-37.6867804,176.1710833
Marine,Cat1,SAROP,2016-10-01,-34.9664913,173.5313657
Land,Cat1,SAROP,2014-01-01,-37.0924657,175.1536115
Land,Cat1,SAROP,2015-08-01,-39.2988598,175.5282989
Land,Cat1,SAROP,2013-02-01,-41.2793368,174.8278314
Land,Cat1,SAROP,2017-10-01,-39.197505,175.593898
Land,Cat1,SAROP,2011-03-01,-41.31466241,174.8289974
Land,Cat1,SAROP,2013-06-01,-41.06004914,175.0961762
Land,Cat1,SAROP,2017-02-01,-35.775381,174.19221
Land,Cat1,SAROP,2013-12-01,-36.8300305,174.8944623
Land,Cat1,SAROP,2015-09-01,-37.896533,178.315497
Land,Cat1,SAROP,2010-11-01,-41.18436609,174.9891017
Land,Cat1,SAROP,2012-12-01,-41.8749977,172.6433339
Marine,Cat1,SAROP,2012-12-01,-41.3059957,174.804005
Land,Cat1,SAROP,2013-09-01,-38.0775233,176.305225
Land,Cat1,SAROP,2012-09-01,-40.38455214,175.6056831
Land,Cat1,SAROP,2019-01-01,-39.658143,174.3520259
Land,Cat1,SAROP,2014-08-01,-40.9728545,172.8273867
Land,Cat1,SAROP,2016-12-01,-43.5829867,170.8001111
Land,Cat1,SAROP,2014-12-01,-41.186408,174.947959
Land,Cat1,SAROP,2015-09-01,-36.7370615,174.6914556
Land,Cat1,SAROP,2015-04-01,-36.850054,174.856938
Land,Cat1,SAROP,2012-04-01,-38.1251642,176.6064978
Land,Cat1,SAROP,2015-10-01,-41.348604,174.76605
Land,Cat1,SAROP,2013-01-01,-43.7265414,171.1860407
Land,Cat1,SAROP,2018-06-01,-37.1266,175.566513
Land,Cat1,SAROP,2012-02-01,-41.2272121,174.6551488
Land,Cat1,SAROP,2015-08-01,-37.8053575,175.2970804
Land,Cat1,SAROP,2019-02-01,-39.3974944,175.412816
Land,Cat1,SAROP,2010-11-01,-38.68659254,176.0818202
Marine,Cat1,SAROP,2015-04-01,-36.874409,175.085686
Land,Cat2,SAROP,2015-08-01,-45.1906695,170.2906676
Land,Cat1,SAROP,2011-05-01,-43.58287358,171.40697
Land,Cat1,SAROP,2017-12-01,-43.504089,172.232141
Land,Cat1,SAROP,2018-05-01,-39.099955,176.786881
Land,Cat1,SAROP,2012-03-01,-39.03842164,176.1001442
Land,Cat1,SAROP,2012-03-01,-38.66906115,176.0855724
Land,Cat1,SAROP,2016-08-01,-37.660839,176.2024712
Land,Cat1,SAROP,2018-09-01,-43.62649,172.683088
Marine,Cat1,SAROP,2014-11-01,-37.66987,176.167409
Land,Cat1,SAROP,2013-02-01,-43.63643293,170.1647709
Land,Cat1,SAROP,2015-06-01,-44.822623,170.815659
Land,Cat1,SAROP,2014-01-01,-36.6979558,174.7312415
Land,Cat1,SAROP,2017-11-01,-40.866864,174.949975
Land,Cat1,SAROP,2018-01-01,-45.893772,170.35505
Land,Cat1,SAROP,2016-07-01,-39.6780669,175.7959357
Land,Cat1,SAROP,2018-02-01,-44.431349,170.874725
Land,Cat1,SAROP,2014-04-01,-38.4461979,177.6187
Marine,Cat1,SAROP,2019-01-01,-36.844394,174.900447
Land,Cat1,SAROP,2012-12-01,-45.65560326,167.7211498
Land,Cat1,SAROP,2014-12-01,-36.893131,174.445237
Land,Cat1,SAROP,2013-10-01,-41.1011008,175.0919088
Marine,Cat1,SAROP,2017-03-01,-36.634303,174.733267
Land,Cat1,SAROP,2012-04-01,-36.90924947,174.7861666
Land,Cat1,SAROP,2018-02-01,-36.88463,174.715962
Land,Cat1,SAROP,2016-10-01,-36.773344,174.826229
Land,Cat1,SAROP,2013-09-01,-41.1164109,173.0134837
Land,Cat1,SAROP,2010-11-01,-41.44723433,172.5735454
Land,Cat1,SAROP,2016-01-01,-39.2093055,175.679088
Land,Cat1,SAROP,2014-01-01,-40.8717223,175.2305522
Marine,Cat1,SAROP,2013-11-01,-41.4075348,174.972854
Land,Cat1,SAROP,2012-05-01,-37.78933485,175.2910882
Land,Cat1,SAROP,2012-12-01,-38.9087337,175.9099017
Land,Cat1,SAROP,2017-09-01,-35.185651,173.226942
Land,Cat1,SAROP,2014-01-01,-39.1731115,175.5148745
Land,Cat1,SAROP,2016-11-01,-36.9647473,174.5388207
Land,Cat1,SAROP,2011-05-01,-38.40625701,176.9100904
Land,Cat1,SAROP,2011-08-01,-36.4104677,174.6594211
Land,Cat1,SAROP,2015-08-01,-36.784489,174.77639
Land,Cat1,SAROP,2012-03-01,-37.6649535,176.1145144
Land,Cat1,SAROP,2013-04-01,-38.08748546,175.9383528
Land,Cat1,SAROP,2015-12-01,-39.0869881,174.0663957
Land,Cat1,SAROP,2015-09-01,-36.8060256,174.7748878
Land,Cat1,SAROP,2018-02-01,-35.693951,174.293273
Land,Cat1,SAROP,2017-02-01,-38.6171983,176.1403029
Land,Cat1,SAROP,2018-11-01,-36.8754081,174.7744842
Land,Cat1,SAROP,2016-02-01,-35.8608379,174.5418575
Land,Cat1,SAROP,2016-08-01,-36.904713,174.8939733
Land,Cat1,SAROP,2013-12-01,-39.2962482,175.5011544
Land,Cat1,SAROP,2015-01-01,-39.9076836,175.0588028
Land,Cat1,SAROP,2012-11-01,-38.12600643,176.2115988
Marine,Cat1,SAROP,2011-05-01,-36.31666734,174.9333292
Land,Cat1,SAROP,2012-11-01,-36.79625667,174.6874778
Land,Cat1,SAROP,2010-11-01,-41.34532939,174.7733335
Land,Cat1,SAROP,2014-01-01,-38.2772012,176.5066736
Land,Cat1,SAROP,2010-07-01,-37.63560867,176.1665599
Marine,Cat1,SAROP,2010-10-01,-38.890833,175.753667
Marine,Cat1,SAROP,2016-05-01,-36.394492,174.763747
Marine,Cat1,SAROP,2014-05-01,-41.3415015,174.8103391
Land,Cat1,SAROP,2011-11-01,-43.4195767,170.1719291
Marine,Cat1,SAROP,2018-02-01,-37.086561,175.414307
Marine,Cat1,SAROP,2017-03-01,-44.493058,169.289355
Marine,Cat1,SAROP,2018-07-01,-36.779092,174.656167
Land,Cat1,SAROP,2017-12-01,-46.625353,169.143181
Land,Cat1,SAROP,2013-12-01,-45.0016078,168.5639889
Marine,Cat1,SAROP,2011-10-01,-36.0466701,174.5883333
Land,Cat1,SAROP,2013-02-01,-37.2842155,174.6544129
Land,Cat1,SAROP,2018-07-01,-36.630419,174.728555
Marine,Cat1,SAROP,2017-05-01,-36.603691,174.800786
Land,Cat1,SAROP,2012-10-01,-39.5129677,176.8529006
Land,Cat1,SAROP,2013-01-01,-44.7416644,169.2810799
Land,Cat1,SAROP,2016-05-01,-37.8190383,174.821991
Land,Cat1,SAROP,2010-07-01,-41.26533614,174.7873304
Land,Cat1,SAROP,2015-01-01,-44.3709516,168.6937352
Land,Cat1,SAROP,2013-04-01,-39.39262273,176.409221
Land,Cat1,SAROP,2015-03-01,-43.5492886,171.5180927
Land,Cat1,SAROP,2018-09-01,-41.344672,174.790778
Land,Cat1,SAROP,2010-12-01,-43.461828,172.308884
Land,Cat1,SAROP,2013-02-01,-36.77888369,174.7543838
Land,Cat1,SAROP,2014-12-01,-37.1663609,175.5194379
Land,Cat1,SAROP,2013-07-01,-36.9881593,174.8492223
Land,Cat1,SAROP,2016-08-01,-39.055865,174.029986
Land,Cat1,SAROP,2010-10-01,-42.38898,173.718567
Land,Cat1,SAROP,2018-04-01,-38.097431,176.275646
Land,Cat1,SAROP,2015-02-01,-37.0241882,175.8730231
Land,Cat1,SAROP,2014-04-01,-44.7226582,168.1701838
Marine,Cat1,SAROP,2014-06-01,-41.286846,174.7762386
Land,Cat1,SAROP,2012-08-01,-37.84130413,174.800504
Land,Cat2,SAROP,2013-01-01,-41.4488297,172.5211698
Land,Cat2,SAROP,2012-11-01,-35.236669,173.7188346
Marine,Cat1,SAROP,2014-10-01,-36.726878,174.948492
Land,Cat1,SAROP,2012-07-01,-41.12743008,174.8687088
Land,Cat1,SAROP,2016-01-01,-38.6904845,176.077033
Land,Cat1,SAROP,2011-02-01,-41.39741671,172.4922153
Land,Cat1,SAROP,2015-05-01,-37.8036235,174.8396489
Land,Cat1,SAROP,2015-05-01,-37.630132,176.171528
Marine,Cat1,SAROP,2012-11-01,-42.6086966,171.4553886
Land,Cat1,SAROP,2014-05-01,-36.8857239,174.9113109
Marine,Cat1,SAROP,2011-04-01,-37.49348417,175.9825743
Land,Cat1,SAROP,2010-08-01,-42.81958161,171.875614
Land,Cat1,SAROP,2012-03-01,-39.9267103,176.0576383
Marine,Cat1,SAROP,2018-10-01,-36.598568,174.810366
Marine,Cat1,SAROP,2011-01-01,-41.257162,173.171997
Land,Cat1,SAROP,2012-02-01,-39.13515768,175.649286
Marine,Cat1,SAROP,2012-10-01,-37.6901503,176.1714084
Marine,Cat1,SAROP,2012-03-01,-35.4292001,174.390187
Land,Cat1,SAROP,2018-04-01,-38.145729,176.23714
Land,Cat1,SAROP,2011-12-01,-44.97828088,169.0583003
Land,Cat1,SAROP,2014-10-01,-36.8777784,174.4377769
Marine,Cat1,SAROP,2017-11-01,-36.843084,174.670427
Land,Cat1,SAROP,2011-01-01,-35.239976,174.242992
Land,Cat1,SAROP,2016-09-01,-38.7476362,176.7238293
Land,Cat1,SAROP,2018-08-01,-37.793741,176.316359
Land,Cat1,SAROP,2017-05-01,-37.733873,175.880119
Land,Cat1,SAROP,2012-06-01,-38.17012278,177.4674417
Land,Cat1,SAROP,2013-12-01,-43.3799366,172.7112501
Land,Cat1,SAROP,2018-02-01,-38.646019,176.057469
Marine,Cat1,SAROP,2013-07-01,-41.3445951,174.7876083
Marine,Cat1,SAROP,2017-12-01,-40.909363,176.223584
Land,Cat1,SAROP,2012-04-01,-41.20532728,174.9712146
Land,Cat1,SAROP,2011-11-01,-40.97754906,175.3831172
Land,Cat1,SAROP,2012-10-01,-41.34857705,174.7506514
Marine,Cat1,SAROP,2014-02-01,-36.7583313,174.9506664
Marine,Cat1,SAROP,2019-03-01,-41.261846,173.262094
Land,Cat1,SAROP,2014-01-01,-41.3471754,172.935452
Land,Cat1,SAROP,2013-11-01,-36.7352816,174.9453235
Land,Cat1,SAROP,2010-07-01,-36.870283,175.694733
Land,Cat1,SAROP,2010-12-01,-45.14846857,168.477739
Marine,Cat1,SAROP,2016-03-01,-43.6101118,172.6833598
Land,Cat1,SAROP,2010-10-01,-38.7868416,175.7358288
Land,Cat1,SAROP,2018-08-01,-45.911474,170.559048
Land,Cat1,SAROP,2013-02-01,-35.549996,174.5149991
Land,Cat1,SAROP,2015-10-01,-37.2137517,175.890578
Land,Cat1,SAROP,2014-12-01,-37.6386704,176.1906756
Land,Cat1,SAROP,2016-05-01,-43.888476,171.723592
Marine,Cat1,SAROP,2017-11-01,-44.347856,170.208455
Marine,Cat2,SAROP,2016-01-01,-37.8926658,174.7288375
Land,Cat1,SAROP,2018-05-01,-38.142868,176.224237
Land,Cat1,SAROP,2010-12-01,-36.383011,174.796515
Marine,Cat1,SAROP,2016-12-01,-34.9082213,173.2915267
Land,Cat1,SAROP,2016-02-01,-41.4391217,173.9607694
Land,Cat2,SAROP,2015-02-01,-43.6543291,170.1011703
Land,Cat1,SAROP,2011-04-01,-46.49949985,167.432807
Land,Cat1,SAROP,2017-08-01,-36.886999,174.709974
Land,Cat1,SAROP,2017-09-01,-38.029194,175.97156
Land,Cat1,SAROP,2017-03-01,-38.1428853,176.224249
Land,Cat1,SAROP,2016-05-01,-40.360675,175.5798817
Land,Cat1,SAROP,2011-12-01,-41.1295427,173.4741187
Land,Cat1,SAROP,2017-02-01,-40.2435264,175.8628425
Land,Cat1,SAROP,2017-12-01,-41.305742,174.762262
Land,Cat2,SAROP,2016-07-01,-43.9529312,169.8699128
Land,Cat1,SAROP,2015-04-01,-40.3414457,175.6289558
Land,Cat1,SAROP,2018-05-01,-36.695063,174.738479
Land,Cat1,SAROP,2012-10-01,-37.06625296,175.6870533
Land,Cat1,SAROP,2017-01-01,-35.804763,174.394881
Land,Cat1,SAROP,2013-06-01,-37.05572711,175.6743137
Land,Cat1,SAROP,2018-07-01,-38.183811,176.252334
Land,Cat1,SAROP,2015-07-01,-41.312011,173.2313637
Land,Cat1,SAROP,2018-01-01,-36.79271,174.354258
Land,Cat1,SAROP,2015-07-01,-41.258692,174.866066
Land,Cat1,SAROP,2017-10-01,-36.902097,174.856485
Land,Cat1,SAROP,2012-05-01,-37.67815675,176.2272031
Land,Cat1,SAROP,2018-01-01,-36.812196,174.803162
Marine,Cat1,SAROP,2013-02-01,-36.7207663,175.6339216
Land,Cat1,SAROP,2014-11-01,-39.208391,175.679415
Land,Cat1,SAROP,2012-03-01,-35.4966633,173.3891636
Land,Cat1,SAROP,2016-08-01,-40.635784,175.299224
Land,Cat1,SAROP,2018-05-01,-39.149923,175.811018
Marine,Cat1,SAROP,2014-10-01,-45.8212407,170.6217381
Land,Cat1,SAROP,2012-02-01,-39.78576907,176.4190283
Land,Cat1,SAROP,2010-10-01,-36.94678155,174.6069845
Land,Cat1,SAROP,2015-01-01,-38.2849829,176.4934591
Land,Cat2,SAROP,2012-04-01,-38.5614998,177.0076704
Land,Cat1,SAROP,2013-03-01,-39.27079869,174.0955027
Land,Cat1,SAROP,2018-09-01,-43.483351,171.53201
Land,Cat1,SAROP,2013-09-01,-39.940018,175.0206381
Land,Cat1,SAROP,2011-05-01,-43.31168871,171.2905912
Land,Cat1,SAROP,2014-11-01,-41.2914425,174.7818807
Land,Cat1,SAROP,2018-04-01,-36.745539,175.695116
Land,Cat1,SAROP,2010-12-01,-42.11571856,171.8556995
Marine,Cat1,SAROP,2015-01-01,-41.306085,174.809008
Land,Cat1,SAROP,2011-09-01,-39.2666658,175.383333
Land,Cat1,SAROP,2019-04-01,-43.662547,170.178002
Land,Cat1,SAROP,2010-12-01,-44.45501631,170.2096353
Land,Cat1,SAROP,2012-02-01,-44.72223076,169.073026
Land,Cat1,SAROP,2011-05-01,-39.75137533,175.1763868
Land,Cat1,SAROP,2018-11-01,-36.9020786,174.8564574
Land,Cat1,SAROP,2014-02-01,-43.598061,172.304354
Marine,Cat1,SAROP,2014-01-01,-44.1241724,170.716461
Land,Cat1,SAROP,2019-01-01,-39.152558,175.6312403
Land,Cat1,SAROP,2013-01-01,-37.8014362,174.8486923
Marine,Cat1,SAROP,2018-04-01,-41.269325,174.876762
Land,Cat1,SAROP,2010-09-01,-36.786742,174.776816
Land,Cat1,SAROP,2016-07-01,-39.299092,174.058507
Land,Cat1,SAROP,2015-05-01,-41.0985408,174.8408957
Marine,Cat1,SAROP,2014-01-01,-37.9911552,177.2659101
Marine,Cat1,SAROP,2015-03-01,-37.8015028,174.8438669
Marine,Cat1,SAROP,2013-09-01,-36.8700042,175.0366619
Land,Cat1,SAROP,2011-01-01,-43.79300234,169.1208122
Marine,Cat1,SAROP,2012-03-01,-36.8075284,175.0291207
Marine,Cat1,SAROP,2018-10-01,-40.852331,173.807006
Land,Cat1,SAROP,2014-11-01,-41.3345007,173.1374366
Land,Cat1,SAROP,2017-08-01,-39.304404,175.526873
Land,Cat1,SAROP,2012-12-01,-37.7686659,175.267167
Land,Cat1,SAROP,2014-01-01,-41.2061208,173.6819718
Land,Cat1,SAROP,2010-08-01,-39.08537845,175.6522074
Land,Cat1,SAROP,2013-01-01,-39.14034633,175.6150286
Land,Cat1,SAROP,2013-06-01,-38.69150059,175.6013903
Land,Cat1,SAROP,2014-03-01,-39.1056221,175.6510238
Land,Cat1,SAROP,2015-07-01,-41.117169,175.340545
Land,Cat1,SAROP,2015-05-01,-40.65982,175.343647
Land,Cat1,SAROP,2014-02-01,-41.3348361,174.7721644
Land,Cat1,SAROP,2017-02-01,-41.3588817,174.9374098
Land,Cat1,SAROP,2010-09-01,-38.12021296,176.2208217
Land,Cat1,SAROP,2012-12-01,-44.63276048,167.8560965
Land,Cat1,SAROP,2011-01-01,-41.26560281,174.879162
Land,Cat1,SAROP,2010-09-01,-39.564147,176.93121
Marine,Cat1,SAROP,2017-08-01,-45.639457,170.663141
Land,Cat1,SAROP,2018-03-01,-37.023228,174.887639
Land,Cat1,SAROP,2017-09-01,-36.83265,174.741029
Marine,Cat1,SAROP,2017-12-01,-36.824748,174.707829
Land,Cat1,SAROP,2017-02-01,-40.502489,172.678017
Land,Cat1,SAROP,2010-10-01,-35.841751,174.48482
Marine,Cat1,SAROP,2017-09-01,-41.155496,173.442162
Marine,Cat1,SAROP,2013-11-01,-41.3738604,174.8042651
Land,Cat1,SAROP,2016-02-01,-37.082175,175.6442443
Land,Cat1,SAROP,2018-10-01,-41.289672,174.794311
Land,Cat1,SAROP,2010-11-01,-41.56300828,175.5903855
Land,Cat1,SAROP,2017-11-01,-44.616894,168.443656
Land,Cat1,SAROP,2013-05-01,-37.0271103,174.5291847
Land,Cat1,SAROP,2016-06-01,-43.5290559,172.5246988
Land,Cat2,SAROP,2015-05-01,-38.7711677,176.6521619
Land,Cat1,SAROP,2011-01-01,-40.94560606,173.0489482
Land,Cat1,SAROP,2018-04-01,-41.252788,173.055598
Land,Cat1,SAROP,2012-11-01,-41.2333301,174.8758389
Land,Cat1,SAROP,2017-11-01,-42.414013,172.743955
Land,Cat1,SAROP,2017-04-01,-39.158294,175.688966
Land,Cat2,SAROP,2013-01-01,-43.0066702,171.0344948
Land,Cat1,SAROP,2010-11-01,-43.50535667,172.667418
Land,Cat1,SAROP,2017-04-01,-43.338041,171.925798
Land,Cat1,SAROP,2015-03-01,-37.602699,176.003616
Land,Cat1,SAROP,2015-07-01,-35.00614,173.9357865
Land,Cat1,SAROP,2018-08-01,-36.831093,174.794663
Land,Cat1,SAROP,2015-01-01,-46.2805153,169.9477986
Land,Cat1,SAROP,2017-08-01,-45.807149,170.689443
Land,Cat1,SAROP,2015-10-01,-36.7568513,174.5938495
Land,Cat1,SAROP,2017-01-01,-37.9689763,177.4299442
Marine,Cat1,SAROP,2013-11-01,-37.7596637,176.4515663
Land,Cat1,SAROP,2017-02-01,-36.598517,174.695653
Land,Cat1,SAROP,2015-06-01,-37.7118926,175.9997189
Land,Cat1,SAROP,2013-06-01,-43.5059833,172.7349089
Land,Cat1,SAROP,2012-11-01,-36.7546696,174.8300024
Land,Cat1,SAROP,2014-04-01,-43.534548,172.522466
Land,Cat1,SAROP,2014-07-01,-40.7900006,175.4356518
Land,Cat1,SAROP,2011-09-01,-44.17545315,169.089534
Land,Cat1,SAROP,2015-05-01,-38.3217939,175.7095091
Land,Cat1,SAROP,2010-08-01,-39.00594621,175.48
Marine,Cat1,SAROP,2010-11-01,-36.339604,174.794369
Land,Cat1,SAROP,2016-06-01,-36.8584358,174.7635928
Land,Cat1,SAROP,2015-08-01,-36.8117735,174.4232459
Marine,Cat1,SAROP,2018-10-01,-41.231737,174.841829
Land,Cat1,SAROP,2016-06-01,-44.8251842,168.3254176
Marine,Cat1,SAROP,2015-05-01,-43.603205,172.72292
Land,Cat1,SAROP,2017-02-01,-41.323859,174.774433
Land,Cat1,SAROP,2015-02-01,-43.715849,170.066535
Land,Cat1,SAROP,2011-08-01,-39.23631786,175.5584075
Land,Cat1,SAROP,2013-04-01,-43.716146,169.2082131
Marine,Cat1,SAROP,2014-09-01,-36.823894,174.681544
Land,Cat1,SAROP,2019-03-01,-36.875408,174.774484
Marine,Cat1,SAROP,2014-03-01,-36.790156,174.8670884
Land,Cat1,SAROP,2016-01-01,-37.3110676,175.5731698
Land,Cat1,SAROP,2018-01-01,-45.026549,168.742234
Land,Cat1,SAROP,2013-01-01,-37.2866786,175.9056037
Land,Cat1,SAROP,2017-01-01,-38.0152647,175.3432225
Land,Cat1,SAROP,2016-03-01,-39.284855,175.572286
Land,Cat1,SAROP,2011-01-01,-41.32533521,174.8403364
Land,Cat1,SAROP,2016-12-01,-36.4951681,174.7196265
Land,Cat1,SAROP,2011-01-01,-35.136844,173.986444
Land,Cat1,SAROP,2019-04-01,-39.2891383,174.08257
Marine,Cat1,SAROP,2013-10-01,-41.3245959,174.8319158
Land,Cat1,SAROP,2012-11-01,-43.8184889,169.5369899
Land,Cat1,SAROP,2015-02-01,-41.227685,174.871939
Land,Cat1,SAROP,2017-06-01,-43.5668622,172.642747
Land,Cat1,SAROP,2016-12-01,-37.8878234,176.9420981
Land,Cat1,SAROP,2018-02-01,-43.595191,170.141016
Land,Cat1,SAROP,2013-02-01,-37.799207,176.5552726
Land,Cat1,SAROP,2013-06-01,-43.53986714,170.5022421
Land,Cat1,SAROP,2011-02-01,-45.13362115,169.8733498
Land,Cat1,SAROP,2018-10-01,-38.138088,174.743493
Land,Cat1,SAROP,2015-04-01,-39.769007,174.626656
Marine,Cat1,SAROP,2016-04-01,-39.45491,175.03837
Land,Cat1,SAROP,2014-01-01,-39.1456394,175.6252324
Marine,Cat1,SAROP,2011-12-01,-37.4980025,176.1838379
Land,Cat1,SAROP,2014-04-01,-38.9884514,175.119109
Marine,Cat1,SAROP,2010-10-01,-41.236667,174.883333
Land,Cat2,SAROP,2011-01-01,-42.4,172.3333333
Marine,Cat1,SAROP,2011-10-01,-35.2568357,174.1387128
Marine,Cat1,SAROP,2012-05-01,-36.3333348,174.7533282
Marine,Cat1,SAROP,2015-09-01,-40.931442,173.84465
Marine,Cat1,SAROP,2016-08-01,-36.122755,174.577562
Land,Cat1,SAROP,2016-01-01,-36.9413534,174.6427025
Land,Cat1,SAROP,2015-10-01,-39.1433723,175.6322748
Marine,Cat1,SAROP,2018-12-01,-41.08114,174.85196
Marine,Cat1,SAROP,2016-03-01,-37.036176,174.685743
Land,Cat1,SAROP,2014-04-01,-43.866576,173.0137891
Land,Cat1,SAROP,2015-02-01,-35.04975,173.727983
Marine,Cat1,SAROP,2018-06-01,-37.865989,175.353035
Land,Cat1,SAROP,2012-12-01,-44.5932142,169.2518196
Land,Cat1,SAROP,2018-01-01,-36.146857,175.535644
