Environment,Activation,Type,SarCategory,Lat,Long,date,Region
Land,Outside NZSRR,PLB,Category 2 SAR,-20.711066,139.496828,2015-07-01,Unknown
Water,Mishandling / inadvertent,PLB,Category 2 SAR,1.886947,-157.328979,2016-06-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,24.702506,58.726531,2017-05-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-46.138663,166.582338,2018-04-01,Southland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-43.900004,171.7833351,2011-08-01,Canterbury
Water,Outside NZSRR,EPIRB,Category 2 SAR,-34.7473361,167.6508313,2012-08-01,Unknown
Land,Outside NZSRR,EPIRB,Category 2 SAR,-35.289274,149.12362,2016-06-01,Unknown
Not Determined,Undetermined,EPIRB,Category 2 SAR,-22.412587,145.803377,2017-05-01,Unknown
Air,Outside NZSRR,ELT,Category 2 SAR,-6.713026,146.999516,2018-04-01,Unknown
Water,Malfunction,EPIRB,Category 2 SAR,-36.8375024,174.746168,2012-08-01,Auckland
Water,Outside NZSRR,EPIRB,Category 2 SAR,-26.949,162.062,2013-06-01,Unknown
Not Determined,Undetermined,ELT,Category 2 SAR,-41.186408,174.947959,2014-07-01,Wellington
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-46.415185,168.322118,2017-05-01,Southland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.673331,176.231664,2018-04-01,Bay of Plenty
Water,Real distress,EPIRB,Category 2 SAR,-19.59266667,-172.0086667,2010-08-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-41.6661676,176.3543344,2013-07-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-17.728313,177.444328,2015-07-01,Unknown
Air,Malfunction,ELT,Category 2 SAR,-36.985003,175.0116713,2017-05-01,Auckland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-45.021664,168.73667,2018-04-01,Otago
Not Determined,Undetermined,EPIRB,Category 2 SAR,-37.4033303,174.616663,2012-08-01,Waikato
Water,Real distress,EPIRB,Category 2 SAR,-18.513667,146.992833,2013-07-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-45.0166693,168.7333353,2014-07-01,Otago
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-39.487283,176.719285,2015-07-01,Hawke's Bay
Land,Outside NZSRR,PLB,Category 2 SAR,-35.712833,147.330833,2011-08-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,-21.251667,-176.477667,2012-08-01,Unknown
Not Determined,Undetermined,EPIRB,Category 2 SAR,-41.186408,174.947959,2014-07-01,Wellington
Water,Undetermined,EPIRB,Category 2 SAR,-29.303287,163.498005,2015-07-01,Unknown
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-9.64216,160.22528,2017-05-01,Unknown
Air,Outside NZSRR,ELT,Category 2 SAR,-26.266,-60.661,2011-08-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-8.25,157.25,2013-07-01,Unknown
Water,Undetermined,EPIRB,Category 2 SAR,-37.182691,174.357757,2016-06-01,Auckland
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-9.5,160,2011-08-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-42.3528291,171.1708324,2012-08-01,West Coast
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-36.950996,174.7911616,2013-07-01,Auckland
Water,Malicious / hoax,PLB,Category 2 SAR,-37.6244967,176.1488356,2014-07-01,Bay of Plenty
Land,Real distress,PLB,Category 2 SAR,-42.8078308,171.6521693,2017-05-01,West Coast
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-37.775882,175.480943,2018-05-01,Waikato
Air,Undetermined,ELT,Category 2 SAR,-75.75,161,2011-08-01,Unknown
Land,Malicious / hoax,EPIRB,Category 2 SAR,-37.7875026,175.2791657,2013-07-01,Waikato
Land,Real distress,PLB,Category 2 SAR,-37.0399956,175.68217,2015-07-01,Waikato
Land,Real distress,PLB,Category 2 SAR,-42.3488361,173.4133368,2017-05-01,Canterbury
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-37.9483294,177.0001623,2011-08-01,Bay of Plenty
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-17.735,168.321667,2013-07-01,Unknown
Water,Real distress,PLB,Category 2 SAR,-38.0898302,174.7971666,2014-07-01,Waikato
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-37.0536665,176.6098385,2015-07-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-37.609389,176.005998,2016-06-01,Bay of Plenty
Land,Real distress,PLB,Category 2 SAR,-45.1478348,168.0166702,2017-05-01,Southland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.004496,174.795496,2018-05-01,Auckland
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-12.694,-160.206,2012-08-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.032772,174.982677,2014-07-01,Auckland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-40.208335,175.383335,2018-05-01,Manawatu-Wanganui
Not Determined,Undetermined,EPIRB,Category 2 SAR,-40.1666703,175.6999961,2012-08-01,Manawatu-Wanganui
Not Determined,Undetermined,ELT,Category 2 SAR,-41.18677,174.9464776,2013-07-01,Wellington
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-37.0071641,174.6854988,2014-07-01,Auckland
Water,Malfunction,EPIRB,Category 2 SAR,-37.0681674,175.0520053,2015-07-01,Auckland
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-37.746671,176.124498,2018-05-01,Bay of Plenty
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.036169,174.9703333,2011-09-01,Auckland
Land,Real distress,PLB,Category 2 SAR,-40.8488296,175.3566712,2012-08-01,Wellington
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-38.681442,178.036502,2017-05-01,Gisborne
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-43.314998,172.515,2018-05-01,Canterbury
Land,Real distress,PLB,Category 2 SAR,-40.0150802,176.0382696,2013-07-01,Manawatu-Wanganui
Land,Real distress,PLB,Category 2 SAR,-35.6266644,174.1554955,2015-07-01,Northland
Water,Malfunction,EPIRB,Category 2 SAR,-17.349273,178.823835,2016-06-01,Unknown
Land,Malfunction,PLB,Category 2 SAR,-39.8021709,175.3666638,2017-05-01,Manawatu-Wanganui
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-10.033833,-166.189167,2012-08-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,-20.519833,115.98471,2014-07-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-38.67406,176.472847,2016-06-01,Bay of Plenty
Land,Real distress,PLB,Category 2 SAR,-39.2578335,174.7021723,2013-07-01,Taranaki
Not Determined,Undetermined,EPIRB,Category 2 SAR,-18.752752,175.416306,2014-07-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-36.655924,174.654956,2016-06-01,Auckland
Air,Undetermined,ELT,Category 2 SAR,-29.489333,149.85,2011-09-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-38.108336,176.316671,2012-08-01,Bay of Plenty
Water,Outside NZSRR,EPIRB,Category 2 SAR,-35.690333,150.308167,2013-07-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,1.26671,103.600086,2014-07-01,Unknown
Water,Malfunction,EPIRB,Category 2 SAR,-37.660981,175.555657,2016-06-01,Waikato
Not Determined,Undetermined,PLB,Category 2 SAR,-36.821669,175.1699979,2017-05-01,Auckland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-36.956669,175.008331,2018-05-01,Auckland
Not Determined,Undetermined,ELT,Category 2 SAR,-41.18677,174.9464776,2011-09-01,Wellington
Land,Real distress,PLB,Category 2 SAR,-36.3633336,174.5555027,2014-07-01,Auckland
Land,Real distress,PLB,Category 2 SAR,-41.92,172.5566643,2017-05-01,Tasman
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-43.43167,172.660001,2018-05-01,Canterbury
Water,Deliberate but questionable need for SAROP,EPIRB,Category 2 SAR,-19.889833,-174.405167,2013-07-01,Unknown
Water,Malfunction,EPIRB,Category 2 SAR,-46.4475038,169.8228378,2014-07-01,Otago
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-19.258619,146.823159,2016-06-01,Unknown
Air,Undetermined,ELT,Category 2 SAR,-37.019997,174.988338,2018-05-01,Auckland
Land,Outside NZSRR,EPIRB,Category 2 SAR,-41.799333,145.776667,2012-08-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-34.707982,138.626398,2014-07-01,Unknown
Not Determined,Undetermined,EPIRB,Category 2 SAR,-41.185829,174.946501,2016-06-01,Wellington
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-40.5833336,172.6344988,2017-05-01,Tasman
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-35.020001,173.611663,2018-05-01,Northland
Air,Real distress,ELT,Category 2 SAR,-37.8938378,175.4238303,2013-07-01,Waikato
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-36.392347,150.064993,2014-07-01,Unknown
Water,Undetermined,EPIRB,Category 2 SAR,-21.084156,-175.188115,2018-05-01,Unknown
Water,Undetermined,EPIRB,Category 2 SAR,-11.725167,-164.426167,2011-09-01,Unknown
Not Determined,Undetermined,PLB,Category 2 SAR,-18.136667,178.396667,2013-07-01,Unknown
Air,Real distress,EPIRB,Category 2 SAR,-14.338802,-170.684446,2014-07-01,Unknown
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-29.531205,153.256516,2015-07-01,Unknown
Not Determined,Undetermined,EPIRB,Category 2 SAR,-36.616807,174.748545,2016-06-01,Auckland
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-43.499997,172.727835,2018-05-01,Canterbury
Water,Malicious / hoax,EPIRB,Category 2 SAR,-41.276167,174.7748386,2012-08-01,Wellington
Air,Undetermined,ELT,Category 2 SAR,-41.18653,174.948153,2018-05-01,Wellington
Land,Real distress,PLB,Category 2 SAR,-36.970004,175.1555015,2012-08-01,Auckland
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-38.9893305,175.8016666,2014-07-01,Waikato
Water,Outside NZSRR,EPIRB,Category 2 SAR,-16.770711,179.235353,2017-05-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.021669,175.041671,2018-05-01,Auckland
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-46.5774964,166.8696629,2012-08-01,Southland
Water,Outside NZSRR,EPIRB,Category 2 SAR,-19.258154,146.816399,2014-07-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-43.523526,172.775633,2016-06-01,Canterbury
Water,Undetermined,EPIRB,Category 2 SAR,-39.066667,167.6666661,2017-05-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-25.434854,-129.98891,2018-05-01,Unknown
Land,Malicious / hoax,EPIRB,Category 2 SAR,-37.78466667,176.302,2010-08-01,Bay of Plenty
Land,Real distress,PLB,Category 2 SAR,-39.0453292,176.0541677,2011-09-01,Waikato
Air,Malfunction,ELT,Category 2 SAR,-37.8506685,175.4704978,2012-08-01,Waikato
Water,Undetermined,EPIRB,Category 2 SAR,-30.109667,172.069167,2013-07-01,Unknown
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-9.777968,158.928075,2014-07-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-42.3933297,172.4733297,2015-07-01,Canterbury
Water,Real distress,EPIRB,Category 2 SAR,-34.222507,173.190569,2016-06-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-38.38217,177.6454959,2017-05-01,Gisborne
Land,Real distress,PLB,Category 2 SAR,-44.718831,168.278833,2018-05-01,Otago
Water,Real distress,EPIRB,Category 2 SAR,-48,179.7333333,2010-08-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-43.4759973,172.5410033,2012-08-01,Canterbury
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-43.3343337,172.0800002,2014-07-01,Canterbury
Land,Real distress,PLB,Category 2 SAR,-42.3159984,172.419999,2011-09-01,West Coast
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-37.3333327,176.2543306,2012-08-01,Bay of Plenty
Air,Outside NZSRR,ELT,Category 2 SAR,-37.727,144.905333,2013-07-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-39.8733336,176.0221686,2014-07-01,Manawatu-Wanganui
Land,Undetermined,PLB,Category 2 SAR,52.392531,-172.342179,2016-06-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-43.401165,171.804504,2018-05-01,Canterbury
Land,Undetermined,PLB,Category 2 SAR,-30.084009,145.908619,2015-07-01,Unknown
Water,Malfunction,EPIRB,Category 2 SAR,-36.757833,175.505501,2018-05-01,Waikato
Water,Outside NZSRR,EPIRB,Category 2 SAR,-16.4795,145.467,2013-07-01,Unknown
Land,Mishandling / inadvertent,EPIRB,Category 2 SAR,-38.3091706,175.8879947,2015-07-01,Waikato
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-43.306251,172.775382,2016-06-01,Canterbury
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-38.667913,177.988458,2017-05-01,Gisborne
Land,Real distress,PLB,Category 2 SAR,-39.329997,176.25117,2018-05-01,Hawke's Bay
Land,Real distress,PLB,Category 2 SAR,-39.1655011,176.2155027,2012-08-01,Hawke's Bay
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-41.031984,145.812575,2014-07-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-43.6333367,169.7555044,2017-05-01,West Coast
Air,Malfunction,ELT,Category 2 SAR,-37.007913,174.785089,2018-05-01,Auckland
Land,Mishandling / inadvertent,EPIRB,Category 2 SAR,-36.6333325,174.7500038,2011-09-01,Auckland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-43.4806639,172.5506625,2013-07-01,Canterbury
Water,Outside NZSRR,EPIRB,Category 2 SAR,30.270805,120.17669,2014-07-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-37.803427,176.524757,2015-07-01,Bay of Plenty
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-39.484868,176.952149,2016-06-01,Hawke's Bay
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-43.4633359,172.5566628,2017-06-01,Canterbury
Water,Undetermined,PLB,Category 2 SAR,-37.999996,166.500003,2018-05-01,Unknown
Air,Malfunction,ELT,Category 2 SAR,-37.0038299,174.7978286,2014-07-01,Auckland
Air,Outside NZSRR,ELT,Category 2 SAR,-51.515067,-173.727657,2015-07-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-43.60014,170.14007,2016-06-01,Canterbury
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-45.7244967,168.8744994,2017-06-01,Southland
Water,Malfunction,EPIRB,Category 2 SAR,-36.974836,175.533167,2018-05-01,Waikato
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-46.5991706,168.3458395,2011-09-01,Southland
Water,Undetermined,EPIRB,Category 2 SAR,-36.8418292,174.7656672,2013-07-01,Auckland
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-17.917762,178.480785,2014-07-01,Unknown
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-17.97302,178.502139,2015-07-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-43.882913,169.994462,2016-06-01,Canterbury
Not Determined,Mishandling / inadvertent,EPIRB,Category 2 SAR,-37.7108374,175.2583362,2017-06-01,Waikato
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-17.766902,177.363882,2018-05-01,Unknown
Air,Real distress,ELT,Category 2 SAR,-43.6263345,170.1209974,2011-09-01,Canterbury
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-43.4855018,172.5400038,2012-09-01,Canterbury
Not Determined,Undetermined,PLB,Category 2 SAR,-9.4755,161.377522,2015-07-01,Unknown
Air,Mishandling / inadvertent,PLB,Category 2 SAR,-34.276995,172.979082,2016-06-01,Northland
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-43.3920031,172.6273289,2017-06-01,Canterbury
Water,Outside NZSRR,EPIRB,Category 2 SAR,-20.413513,148.570612,2018-05-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-46.1756692,167.4114998,2012-09-01,Southland
Water,Outside NZSRR,EPIRB,Category 2 SAR,1.266774,103.600118,2014-07-01,Unknown
Not Determined,Undetermined,PLB,Category 2 SAR,-41.185829,174.946501,2016-06-01,Wellington
Water,Undetermined,EPIRB,Category 2 SAR,-40.876067,160.422186,2017-06-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,-37.818945,144.92829,2018-05-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-46.71666667,167.75,2010-08-01,Southland
Land,Real distress,PLB,Category 2 SAR,-46.2133343,169.9544949,2012-09-01,Otago
Water,Mishandling / inadvertent,PLB,Category 2 SAR,-38.566692,145.370704,2015-07-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-44.381215,171.278569,2016-06-01,Canterbury
Land,Real distress,PLB,Category 2 SAR,-41.5999978,173.003336,2017-06-01,Tasman
Water,Outside NZSRR,EPIRB,Category 2 SAR,-16.047,-179.999,2011-09-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.0336647,174.9669971,2014-07-01,Auckland
Not Determined,Undetermined,PLB,Category 2 SAR,-41.186408,174.947959,2015-07-01,Wellington
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-36.837116,174.680756,2016-06-01,Auckland
Not Determined,Outside NZSRR,ELT,Category 2 SAR,-9.056484,145.002352,2018-05-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-43.4705011,172.5491676,2011-09-01,Canterbury
Water,Outside NZSRR,EPIRB,Category 2 SAR,-19.256333,146.791667,2012-09-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-39.4666661,176.8666683,2014-08-01,Hawke's Bay
Not Determined,Undetermined,EPIRB,Category 2 SAR,-14.354969,-170.758936,2015-07-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-46.996743,167.837158,2016-06-01,Southland
Land,Real distress,PLB,Category 2 SAR,-39.5611647,176.4311646,2017-06-01,Hawke's Bay
Air,Undetermined,ELT,Category 2 SAR,38.446816,-101.858378,2018-05-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-45.8570039,170.3581603,2013-07-01,Otago
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-34.481668,150.79786,2015-07-01,Unknown
Not Determined,Undetermined,EPIRB,Category 2 SAR,-35.318331,174.12118,2016-06-01,Northland
Land,Undetermined,EPIRB,Category 2 SAR,-16.917173,145.776329,2017-06-01,Unknown
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-41.146665,175.005001,2018-05-01,Wellington
Land,Mishandling / inadvertent,EPIRB,Category 2 SAR,-36.6220035,174.6861645,2011-09-01,Auckland
Water,Real distress,EPIRB,Category 2 SAR,-25.395,152.813,2012-09-01,Unknown
Not Determined,Undetermined,PLB,Category 2 SAR,-41.186408,174.947959,2015-07-01,Wellington
Not Determined,Mishandling / inadvertent,EPIRB,Category 2 SAR,-35.305093,174.116202,2016-06-01,Northland
Water,Outside NZSRR,EPIRB,Category 2 SAR,40.96548,28.774835,2017-06-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-18.625284,-173.987945,2018-05-01,Unknown
Air,Malfunction,ELT,Category 2 SAR,-40.8673325,175.8568369,2013-07-01,Wellington
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-14.377792,-173.875425,2014-08-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.865392,175.333557,2016-06-01,Waikato
Air,Real distress,ELT,Category 2 SAR,-36.743331,174.7049997,2017-06-01,Auckland
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-40.3388299,175.86667,2013-07-01,Manawatu-Wanganui
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-35.229867,173.964788,2014-08-01,Northland
Air,Outside NZSRR,ELT,Category 2 SAR,75.698181,152.499262,2017-06-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-38.282001,178.003996,2018-05-01,Gisborne
Water,Real distress,PLB,Category 2 SAR,-0.512,166.83,2011-09-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-43.4833355,172.5499997,2012-09-01,Canterbury
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,42.434008,33.733075,2014-08-01,Unknown
Not Determined,Undetermined,EPIRB,Category 2 SAR,-41.186408,174.947959,2015-07-01,Wellington
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-46.571008,168.339933,2016-06-01,Southland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-44.723332,169.244161,2018-05-01,Otago
Air,Outside NZSRR,ELT,Category 2 SAR,1.5,119.75,2012-09-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-8.329167,157.235167,2013-07-01,Unknown
Land,Undetermined,PLB,Category 2 SAR,-14.278771,-170.653269,2014-08-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-15.266615,-166.666946,2015-07-01,Unknown
Water,Malfunction,EPIRB,Category 2 SAR,-38.139116,174.823547,2016-06-01,Waikato
Water,Outside NZSRR,PLB,Category 2 SAR,-33.822167,151.210833,2011-09-01,Unknown
Not Determined,Undetermined,EPIRB,Category 2 SAR,-41.18677,174.9464776,2012-09-01,Wellington
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-37.8000042,174.8833313,2013-07-01,Waikato
Air,Real distress,ELT,Category 2 SAR,-45.2906674,169.7425022,2014-08-01,Otago
Not Determined,Outside NZSRR,ELT,Category 2 SAR,-60.819005,-175.461118,2015-07-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,35.606714,139.842092,2017-06-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-40.255,175.604995,2018-05-01,Manawatu-Wanganui
Land,Undetermined,PLB,Category 2 SAR,-21.161833,-175.2305,2013-07-01,Unknown
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-4.250064,152.250021,2015-07-01,Unknown
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-45.94298,170.379801,2016-06-01,Otago
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-41.5483312,173.9416657,2017-06-01,Marlborough
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-28.044167,148.648333,2012-09-01,Unknown
Water,Real distress,PLB,Category 2 SAR,-17.09449,-158.868758,2014-08-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-36.889205,174.806851,2016-06-01,Auckland
Land,Real distress,PLB,Category 2 SAR,-38.2611672,178.1955028,2017-06-01,Gisborne
Land,Real distress,PLB,Category 2 SAR,-42.951166,172.479999,2018-05-01,Canterbury
Water,Malfunction,EPIRB,Category 2 SAR,-37.6715,176.1776667,2010-08-01,Bay of Plenty
