date,Environment,SarCategory,Response,PoliceEventNumber,LocationFindLocationLatitude,LocationFindLocationLongitude,Status,District,Area,reporting_lag_days
2009-06-01,Marine,Cat1,SAROP,P003645890,-34.875902,173.388603,Closed,Northland,Far North,0
2009-06-01,Marine,Cat1,SAROP,P003600681,-34.932471,173.450605,Closed,Northland,Far North,0
2009-07-01,Marine,Cat1,SAROP,P003800234,0,0,Closed,Northland,Unknown,0
2009-07-01,Marine,Cat1,SAROP,P003822069,0,0,Closed,Northland,Unknown,0
2009-08-01,Marine,Cat2,SAROP,P004081109,0,0,Closed,Northland,Unknown,0
2009-08-01,Marine,Cat1,SAROP,P003971457,0,0,Closed,Northland,Unknown,0
2009-08-01,Marine,Cat1,SAROP,P004005945,0,0,Closed,Northland,Unknown,0
2009-08-01,Marine,Cat1,SAROP,P003991236,0,0,Closed,Northland,Unknown,0
2009-09-01,Marine,Cat1,SAROP,P004161168,0,0,Closed,Northland,Unknown,0
2009-09-01,Marine,Cat1,SAROP,P004206251,0,0,Closed,Northland,Unknown,0
2009-09-01,Marine,Cat1,SAROP,P004158990,0,0,Closed,Northland,Unknown,0
2009-09-01,Marine,Cat1,SAROP,P004149350,0,0,Closed,Northland,Unknown,0
2009-09-01,Marine,Cat1,SAROP,P004156499,0,0,Closed,Northland,Unknown,0
2009-09-01,Marine,Cat1,SAROP,P004151243,0,0,Closed,Northland,Unknown,0
2009-09-01,Marine,Cat1,SAROP,P004239220,0,0,Closed,Northland,Unknown,0
2009-10-01,Marine,Cat1,SAROP,P004560899,0,0,Closed,Northland,Unknown,0
2009-10-01,Marine,Cat1,SAROP,P009263507,0,0,Closed,Central,Unknown,0
2009-11-01,Marine,Cat1,SAROP,P004694265,0,0,Closed,Northland,Unknown,0
2009-11-01,Marine,Cat1,SAROP,P004505778,0,0,Closed,Northland,Unknown,0
2009-11-01,Marine,Cat1,SAROP,P004519556,0,0,Closed,Northland,Unknown,0
2009-12-01,Marine,Cat1,SAROP,P004785023,0,0,Closed,Northland,Unknown,0
2009-12-01,Marine,Cat1,SAROP,P004769825,0,0,Closed,Northland,Unknown,0
2009-12-01,Marine,Cat1,SAROP,P004780132,0,0,Closed,Northland,Unknown,0
2010-01-01,Marine,Cat1,SAROP,P007321136,0,0,Closed,Wellington,Unknown,0
2010-01-01,Land,Cat1,SAROP,P024076696,0,0,Closed,Canterbury,Unknown,0
2010-01-01,Marine,Cat1,SAROP,P007232339,0,0,Closed,Canterbury,Unknown,0
2010-02-01,Land,Cat1,SAROP,p024361516,0,0,Closed,Southern,Unknown,0
2010-03-01,Marine,Cat1,SAROP,P005447829,0,0,Closed,Northland,Unknown,0
2010-03-01,Marine,Cat1,SAROP,P005407544,0,0,Closed,Northland,Unknown,0
2010-03-01,Marine,Cat1,SAROP,P005408600,0,0,Closed,Northland,Unknown,0
2010-03-01,Marine,Cat1,SAROP,P005393031,0,0,Closed,Northland,Unknown,0
2010-04-01,Marine,Cat1,SAROP,P005593054,0,0,Closed,Northland,Unknown,0
2010-04-01,Marine,Cat1,SAROP,P005670135,0,0,Closed,Northland,Unknown,0
2010-04-01,Marine,Cat1,SAROP,P005583989,0,0,Closed,Northland,Unknown,0
2010-04-01,Marine,Cat1,SAROP,P005584018,0,0,Closed,Northland,Unknown,0
2010-05-01,Marine,Cat1,SAROP,P005855878,0,0,Closed,Northland,Unknown,0
2010-05-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-05-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-05-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-05-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-05-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-05-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-05-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-05-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-05-01,Air,Cat2,SAROP,NA,0,0,Closed,NA,Unknown,0
2010-05-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-05-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-05-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-05-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-05-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-05-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-05-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-05-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-05-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Marine,Cat1,SAROP,P005999677,0,0,Closed,Northland,Unknown,0
2010-06-01,Marine,Cat1,SAROP,P005892323,0,0,Closed,Northland,Unknown,0
2010-06-01,Land,Cat1,SAROP,P006048090,0,0,Closed,Tasman,Unknown,0
2010-06-01,Marine,Cat1,SAROP,P006004639,0,0,Closed,Northland,Unknown,0
2010-06-01,Marine,Cat1,SAROP,P005975240,0,0,Closed,Northland,Unknown,0
2010-06-01,Marine,Cat2,SAROP,P005924806,0,0,Closed,Northland,Unknown,0
2010-06-01,Land,Cat1,SAROP,P006048096,-40.91632908,173.0485822,Closed,Tasman,Nelson Bays,0
2010-06-01,Marine,Cat1,SAROP,P005953983,0,0,Closed,Northland,Unknown,0
2010-06-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-06-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Land,Cat1,SAROP,P006181124,0,0,Closed,Bay of Plenty,Unknown,0
2010-07-01,Land,Cat1,SAROP,P006204177,-40.2369996,175.5978989,Closed,Central,Manawatu,0
2010-07-01,Marine,Cat1,SAROP,P006055287,-37.0233302,175.9400054,Closed,Waikato,Waikato East,0
2010-07-01,Land,Cat1,SAROP,P006148577,-36.89827662,174.7653062,Closed,Auckland City,Auckland West,0
2010-07-01,Land,Cat1,SAROP,p006107053,0,0,Closed,Tasman,Unknown,0
2010-07-01,Land,Cat1,SAROP,P999900048,-38.7403752,176.1416926,Closed,Bay of Plenty,Taupo,0
2010-07-01,Marine,Cat1,SAROP,P006123383,-36.4745018,174.4047977,Closed,Waitemata,Rodney,0
2010-07-01,Land,Cat1,SAROP,p006134619,-37.73592169,175.870692,Closed,Waikato,Waikato East,0
2010-07-01,Land,Cat1,SAROP,P999900023,-41.3457743,173.3454436,Closed,Tasman,Nelson Bays,0
2010-07-01,Land,Cat1,SAROP,POO6164639,-40.96356284,172.8024073,Closed,Tasman,Nelson Bays,0
2010-07-01,Land,Cat1,SAROP,P006235647,-41.09487267,176.1053449,Closed,Wellington,Wairarapa,0
2010-07-01,Land,Cat1,SAROP,p00676185,-43.70363325,172.7021303,Closed,Canterbury,Canterbury Metro,0
2010-07-01,Land,Cat1,SAROP,P006179113,-46.44897857,169.2272174,Closed,Southern,Otago Coastal,0
2010-07-01,Marine,Cat2,SAROP,P006154296,0,0,Closed,Bay of Plenty,Unknown,0
2010-07-01,Land,Cat1,SAROP,p006157420,-36.69467753,174.7390926,Closed,Waitemata,North Shore,0
2010-07-01,Marine,Cat1,SAROP,P006092385,-37.56299759,174.2830048,Closed,Waitemata,Unknown,0
2010-07-01,Land,Cat1,SAROP,P006106925,-37.54875793,175.8242559,Closed,Bay of Plenty,Western Bay of Plenty,0
2010-07-01,Land,Cat1,SAROP,P006189799,-36.95511244,174.506438,Closed,Waitemata,Waitakere,0
2010-07-01,Land,Cat1,SAROP,P006113266,-35.79250989,174.4380053,Closed,Northland,Whangarei,0
2010-07-01,Marine,Cat1,SAROP,P006177371,-36.892046,174.943264,Closed,Counties Manukau,Counties/Manukau East,0
2010-07-01,Marine,Cat1,SAROP,p006230648,-40.75896,175.091515,Closed,Central,Manawatu,0
2010-07-01,Land,Cat1,SAROP,P006236394,-38.67965711,176.0749254,Closed,Bay of Plenty,Taupo,0
2010-07-01,Land,Cat2,SAROP,P006116922,-40.04116667,175.9581667,Closed,Central,Manawatu,0
2010-07-01,Marine,Cat1,SAROP,P006127091,-37.63560867,176.1665599,Closed,Bay of Plenty,Western Bay of Plenty,0
2010-07-01,Land,Cat2,SAROP,P006140430,0,0,Closed,Bay of Plenty,Unknown,0
2010-07-01,Marine,Cat1,SAROP,P006134037,-41.26533614,174.7873304,Closed,Southern,Wellington,0
2010-07-01,Marine,Cat1,SAROP,p006075669,-36.870283,175.694733,Closed,Waikato,Waikato East,0
2010-07-01,Land,Cat1,SAROP,P006105758,0,0,Closed,Eastern,Unknown,0
2010-07-01,Land,Cat1,SAROP,P006084387,-40.88574276,172.3020159,Closed,Tasman,Nelson Bays,0
2010-07-01,Land,Cat1,SAROP,NA,-36.86874073,174.8131223,Closed,Auckland City,Auckland East,0
2010-07-01,Land,Cat1,SAROP,P006193252,-42.46854668,171.2284431,Closed,Tasman,West Coast,0
2010-07-01,Land,Cat1,SAROP,P006065348,-45.90916082,169.9790929,Closed,Southern,Otago Coastal,0
2010-07-01,Land,Cat1,SAROP,P006099849,-36.89827662,174.7653062,Closed,Auckland City,Auckland West,0
2010-07-01,Land,Cat1,SAROP,p006063859,-45.9294664,169.4007938,Closed,Southern,Otago Coastal,0
2010-07-01,Land,Cat1,SAROP,p006176160,-45.94157033,169.418743,Closed,Southern,Otago Coastal,0
2010-07-01,Marine,Cat1,SAROP,P006117564,-41.73209082,171.4699848,Closed,Tasman,West Coast,0
2010-07-01,Land,Cat1,SAROP,P006211627,-45.03629612,168.6291007,Closed,Southern,Otago Lakes Central,0
2010-07-01,Marine,Cat1,SAROP,P006186041,-42.242752,171.296768,Closed,Tasman,West Coast,0
2010-07-01,Land,Cat1,SAROP,P006236822,-35.86721369,174.051417,Closed,Northland,Whangarei,0
2010-07-01,Land,Cat1,SAROP,P006117989,-38.08809392,176.515961,Closed,Bay of Plenty,Eastern Bay of Plenty,0
2010-07-01,Land,Cat1,SAROP,P006217494,-44.96882828,168.6263248,Closed,Southern,Otago Lakes Central,0
2010-07-01,Land,Cat1,SAROP,P006066703,-37.13119278,175.6038109,Closed,Waikato,Waikato East,0
2010-07-01,Marine,Cat1,SAROP,P006227557,-36.833607,175.411835,Closed,Waikato,Waikato East,0
2010-07-01,Land,Cat1,SAROP,P006205585,-41.25089065,174.9508269,Closed,Wellington,Hutt Valley,0
2010-07-01,Marine,Cat1,SAROP,P006070582,-41.35016334,174.7676674,Closed,Wellington,Wellington,0
2010-07-01,Land,Cat1,SAROP,P006057858,-36.60249208,174.7963165,Closed,Waitemata,Rodney,0
2010-07-01,Marine,Cat1,SAROP,P006086121,-41.1522969,174.5165004,Closed,Wellington,Marlborough,0
2010-07-01,Land,Cat1,SAROP,p006204699,-37.63897394,175.1337456,Closed,Waikato,Waikato West,0
2010-07-01,Land,Cat1,SAROP,P006196415,-45.91552595,170.4856898,Closed,Southern,Otago Coastal,0
2010-07-01,Marine,Cat1,SAROP,P006100326,-37.550021,176.058998,Closed,Bay of Plenty,Western Bay of Plenty,0
2010-07-01,Land,Cat2,SAROP,P006209795,-41.923,172.634,Closed,Tasman,Nelson Bays,0
2010-07-01,Land,Cat1,SAROP,P006168196,-37.69642289,176.1676619,Closed,Bay of Plenty,Western Bay of Plenty,0
2010-07-01,Land,Cat1,SAROP,P006155817,-41.3235894,175.0206205,Closed,Wellington,Hutt Valley,0
2010-07-01,Land,Cat1,SAROP,P006222764,-40.83251131,175.345918,Closed,Wellington,Manawatu,0
2010-07-01,Land,Cat1,SAROP,P006216077,-43.52072337,172.6918458,Closed,Canterbury,Canterbury Metro,0
2010-07-01,Marine,Cat1,SAROP,P006128307,-41.26533614,174.7873304,Closed,Wellington,Wellington,0
2010-07-01,Marine,Cat1,SAROP,P006167230,-41.345951,174.77304,Closed,Wellington,Wellington,0
2010-07-01,Land,Cat1,SAROP,P006258699,-38.08538973,177.4958048,Closed,Bay of Plenty,Eastern Bay of Plenty,0
2010-07-01,Land,Cat1,SAROP,P006114594,-40.98517131,175.2706141,Closed,Northland,Hutt Valley,0
2010-07-01,Land,Cat1,SAROP,P006067896,-36.95381625,174.8090507,Closed,Counties Manukau,Counties/Manukau West,0
2010-07-01,Land,Cat1,SAROP,p006100227,-35.71976239,174.2944914,Closed,Northland,Whangarei,0
2010-07-01,Land,Cat1,SAROP,P006199404,-36.92233919,174.790199,Closed,Waitemata,Auckland East,0
2010-07-01,Land,Cat1,SAROP,p006217361,-37.97857535,175.0932359,Closed,Waikato,Waikato West,0
2010-07-01,Marine,Cat1,SAROP,P006198708,-36.82666848,174.7400018,Closed,Auckland City,North Shore,0
2010-07-01,Marine,Cat1,SAROP,P006191866,-42.720944,170.949926,Closed,Tasman,West Coast,0
2010-07-01,Marine,Cat1,SAROP,P006199988,-36.386189,174.725447,Closed,Waitemata,Rodney,0
2010-07-01,Land,Cat1,SAROP,P6202203,-41.24016367,172.7771719,Closed,Tasman,Nelson Bays,0
2010-07-01,Marine,Cat1,SAROP,P006177884,-41.23717096,174.8393281,Closed,Wellington,Wellington,0
2010-07-01,Land,Cat1,SAROP,P006238639,0,0,In Progress,Southern,Unknown,0
2010-07-01,Land,Cat1,SAROP,6198949,-41.16995435,172.7459026,Closed,Tasman,Nelson Bays,0
2010-07-01,Marine,Cat1,SAROP,P006198766,-41.441697,174.907837,Closed,Wellington,Wellington,0
2010-07-01,Land,Cat1,SAROP,P006113521,-41.13364852,174.8668362,Closed,Wellington,Kapiti-Mana,0
2010-07-01,Marine,Cat1,SAROP,P006167704,-35.402204,173.487854,Closed,Northland,Far North,0
2010-07-01,Marine,Cat1,SAROP,p006092554,-35.906293,174.709396,Closed,Northland,Whangarei,0
2010-07-01,Land,Cat1,SAROP,P006066551,-39.27267649,176.4462036,Closed,Eastern,Hawkes Bay,0
2010-07-01,Land,Cat1,SAROP,P006138742,-43.44694137,172.5025159,Closed,Canterbury,Canterbury Metro,0
2010-07-01,Land,Cat1,SAROP,P006204676,-36.88656518,174.7830122,Closed,Auckland City,Auckland East,0
2010-07-01,Marine,Cat1,SAROP,P006136147,-38.93983624,175.7680044,Closed,Bay of Plenty,Taupo,0
2010-07-01,Land,Cat1,SAROP,P006112692,-38.3793467,176.6148414,Closed,Bay of Plenty,Rotorua,0
2010-07-01,Marine,Cat1,SAROP,p006193194,-40.801336,174.992981,Closed,Wellington,Kapiti-Mana,0
2010-07-01,Land,Cat2,SAROP,P006241723,-39.90266667,176.072,Closed,Central,Manawatu,0
2010-07-01,Marine,Cat1,SAROP,P006219916,-41.18840179,174.4851985,Closed,Wellington,Marlborough,0
2010-07-01,Land,Cat1,SAROP,p006155684,-41.76933333,172.734,Closed,Tasman,Nelson Bays,0
2010-07-01,Land,Cat1,SAROP,P006241533,-43.41984227,172.6130139,Closed,Canterbury,Canterbury Metro,0
2010-07-01,Land,Cat1,SAROP,P006226617,-37.04202073,175.6658958,Closed,Waikato,Waikato East,0
2010-07-01,Land,Cat1,SAROP,P006064823,-38.43809093,175.6740116,Closed,Bay of Plenty,Taupo,0
2010-07-01,Land,Cat1,SAROP,P006093563P006091676,0,0,Closed,Wellington,Unknown,0
2010-07-01,Marine,Cat1,SAROP,P006097539,-41.04480223,174.5059984,Closed,Wellington,Marlborough,0
2010-07-01,Land,Cat1,SAROP,P006022025,0,0,Closed,Waitemata,Unknown,0
2010-07-01,Land,Cat1,SAROP,P006063791,-45.74565074,170.6425518,Closed,Southern,Otago Coastal,0
2010-07-01,Land,Cat2,SAROP,P006154581,-41.17580484,173.5382829,Closed,Tasman,Nelson Bays,0
2010-07-01,Land,Cat1,SAROP,P006071688,-41.07676096,175.1024208,Closed,Wellington,Hutt Valley,0
2010-07-01,Land,Cat1,SAROP,P999900049,-38.6213347,176.1318593,Closed,Bay of Plenty,Taupo,0
2010-07-01,Marine,Cat1,SAROP,P006076815,-42.446673,171.191969,Closed,Tasman,West Coast,0
2010-07-01,Marine,Cat1,SAROP,P006234627,-36.813889,175.203352,Closed,Auckland City,Auckland Central,0
2010-07-01,Land,Cat1,SAROP,P006082677,-41.18036469,174.9761525,Closed,Wellington,Hutt Valley,0
2010-07-01,Marine,Cat1,SAROP,P006056642,-36.713534,174.749978,Closed,Waitemata,North Shore,0
2010-07-01,Land,Cat1,SAROP,P006069374,-41.34516923,173.2524106,Closed,Tasman,Nelson Bays,0
2010-07-01,Marine,Cat1,SAROP,P006129001,-36.31999732,174.4400052,Closed,Waitemata,Rodney,0
2010-07-01,Land,Cat1,SAROP,P006113386,-40.98517131,175.2706141,Closed,Wellington,Hutt Valley,0
2010-07-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Undetermined,Cat1,Other,NA,-43.42431331,172.1339843,Closed,NA,Canterbury Metro,0
2010-07-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Marine,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Marine,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Undetermined,Cat1,Other,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Marine,Cat1,Communications,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Marine,Cat1,Communications,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Air,Cat2,Communications,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Marine,Cat2,Communications,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Air,Cat2,Communications,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Marine,Cat2,Communications,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Marine,Cat2,Communications,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Air,Cat2,Communications,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Marine,Cat2,Communications,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Undetermined,Cat2,SAROP,NA,-37.26666667,174.7333333,Closed,NA,Counties/Manukau South,0
2010-07-01,Undetermined,Cat2,Communications,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Land,Cat2,Communications,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Marine,Cat2,Communications,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Air,Cat2,Communications,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Marine,Cat2,Communications,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Marine,Cat2,Communications,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Air,Cat2,Communications,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Marine,Cat2,Communications,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Marine,Cat2,SAROP,NA,-32.2,173.9333333,Closed,NA,Unknown,0
2010-07-01,Air,Cat2,Communications,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Air,Cat2,Communications,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Air,Cat2,Communications,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Air,Cat2,Communications,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Marine,Cat2,Communications,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Undetermined,Cat2,Communications,NA,0,0,Closed,NA,Unknown,0
2010-07-01,Undetermined,Cat2,Other,NA,0,0,Closed,NA,Unknown,0
